Cycle: 10  CDAN-c206_X	Cycle: 10  CDAN-c206_Y	Fitted Cycle: 10  CDAN-c206_X	Fitted Cycle: 10  CDAN-c206_Y
2803.88	580.705	2803.88	575.358
2803.98	580.697	2803.98	575.35
2804.08	580.693	2804.08	575.342
2804.18	580.693	2804.18	575.334
2804.28	580.685	2804.28	575.327
2804.38	580.675	2804.38	575.319
2804.48	580.675	2804.48	575.311
2804.58	580.675	2804.58	575.303
2804.68	580.667	2804.68	575.295
2804.78	580.666	2804.78	575.287
2804.88	580.656	2804.88	575.279
2804.98	580.654	2804.98	575.272
2805.08	580.636	2805.08	575.264
2805.18	580.644	2805.18	575.256
2805.28	580.626	2805.28	575.248
2805.38	580.625	2805.38	575.24
2805.48	580.617	2805.48	575.232
2805.58	580.613	2805.58	575.224
2805.68	580.605	2805.68	575.217
2805.78	580.603	2805.78	575.209
2805.88	580.595	2805.88	575.201
2805.98	580.595	2805.98	575.193
2806.08	580.587	2806.08	575.185
2806.18	580.585	2806.18	575.177
2806.28	580.578	2806.28	575.169
2806.38	580.576	2806.38	575.162
2806.48	580.566	2806.48	575.154
2806.58	580.564	2806.58	575.146
2806.68	580.546	2806.68	575.138
2806.78	580.544	2806.78	575.13
2806.88	580.537	2806.88	575.122
2806.98	580.535	2806.98	575.115
2807.08	580.535	2807.08	575.107
2807.18	580.525	2807.18	575.099
2807.28	580.523	2807.28	575.091
2807.38	580.515	2807.38	575.083
2807.48	580.503	2807.48	575.075
2807.58	580.496	2807.58	575.067
2807.68	580.495	2807.68	575.06
2807.78	580.488	2807.78	575.052
2807.88	580.484	2807.88	575.044
2807.98	580.476	2807.98	575.036
2808.08	580.474	2808.08	575.028
2808.18	580.466	2808.18	575.021
2808.28	580.464	2808.28	575.013
2808.38	580.447	2808.38	575.005
2808.48	580.445	2808.48	574.997
2808.58	580.445	2808.58	574.989
2808.68	580.435	2808.68	574.981
2808.78	580.433	2808.78	574.974
2808.88	580.425	2808.88	574.966
2808.98	580.423	2808.98	574.958
2809.08	580.406	2809.08	574.95
2809.18	580.405	2809.18	574.942
2809.28	580.406	2809.28	574.934
2809.38	580.396	2809.38	574.927
2809.48	580.386	2809.48	574.919
2809.58	580.384	2809.58	574.911
2809.68	580.384	2809.68	574.903
2809.78	580.376	2809.78	574.895
2809.88	580.375	2809.88	574.887
2809.98	580.367	2809.98	574.88
2810.08	580.353	2810.08	574.872
2810.18	580.355	2810.18	574.864
2810.28	580.343	2810.28	574.856
2810.38	580.335	2810.38	574.848
2810.48	580.333	2810.48	574.841
2810.58	580.326	2810.58	574.833
2810.68	580.325	2810.68	574.825
2810.78	580.318	2810.78	574.817
2810.88	580.308	2810.88	574.809
2810.98	580.304	2810.98	574.801
2811.08	580.294	2811.08	574.794
2811.18	580.296	2811.18	574.786
2811.28	580.285	2811.28	574.778
2811.38	580.277	2811.38	574.77
2811.48	580.275	2811.48	574.762
2811.58	580.275	2811.58	574.755
2811.68	580.265	2811.68	574.747
2811.78	580.263	2811.78	574.739
2811.88	580.255	2811.88	574.731
2811.98	580.253	2811.98	574.723
2812.08	580.246	2812.08	574.716
2812.18	580.234	2812.18	574.708
2812.28	580.235	2812.28	574.7
2812.38	580.226	2812.38	574.692
2812.48	580.224	2812.48	574.684
2812.58	580.216	2812.58	574.677
2812.68	580.214	2812.68	574.669
2812.78	580.207	2812.78	574.661
2812.88	580.205	2812.88	574.653
2812.98	580.205	2812.98	574.645
2813.08	580.197	2813.08	574.638
2813.18	580.195	2813.18	574.63
2813.28	580.185	2813.28	574.622
2813.38	580.183	2813.38	574.614
2813.48	580.175	2813.48	574.606
2813.58	580.173	2813.58	574.599
2813.68	580.166	2813.68	574.591
2813.78	580.155	2813.78	574.583
2813.88	580.156	2813.88	574.575
2813.98	580.146	2813.98	574.567
2814.08	580.144	2814.08	574.56
2814.18	580.136	2814.18	574.552
2814.28	580.134	2814.28	574.544
2814.38	580.126	2814.38	574.536
2814.48	580.125	2814.48	574.529
2814.58	580.117	2814.58	574.521
2814.68	580.103	2814.68	574.513
2814.78	580.095	2814.78	574.505
2814.88	580.093	2814.88	574.497
2814.98	580.085	2814.98	574.49
2815.08	580.083	2815.08	574.482
2815.18	580.076	2815.18	574.474
2815.28	580.065	2815.28	574.466
2815.38	580.058	2815.38	574.458
2815.48	580.054	2815.48	574.451
2815.58	580.046	2815.58	574.443
2815.68	580.044	2815.68	574.435
2815.78	580.037	2815.78	574.427
2815.88	580.025	2815.88	574.42
2815.98	580.017	2815.98	574.412
2816.08	580.015	2816.08	574.404
2816.18	580.013	2816.18	574.396
2816.28	580.005	2816.28	574.388
2816.38	580.003	2816.38	574.381
2816.48	579.996	2816.48	574.373
2816.58	579.994	2816.58	574.365
2816.68	579.986	2816.68	574.357
2816.78	579.974	2816.78	574.35
2816.88	579.964	2816.88	574.342
2816.98	579.964	2816.98	574.334
2817.08	579.957	2817.08	574.326
2817.18	579.955	2817.18	574.319
2817.28	579.947	2817.28	574.311
2817.38	579.945	2817.38	574.303
2817.48	579.945	2817.48	574.295
2817.58	579.937	2817.58	574.287
2817.68	579.935	2817.68	574.28
2817.78	579.925	2817.78	574.272
2817.88	579.923	2817.88	574.264
2817.98	579.916	2817.98	574.256
2818.08	579.914	2818.08	574.249
2818.18	579.914	2818.18	574.241
2818.28	579.906	2818.28	574.233
2818.38	579.896	2818.38	574.225
2818.48	579.886	2818.48	574.218
2818.58	579.884	2818.58	574.21
2818.68	579.876	2818.68	574.202
2818.78	579.875	2818.78	574.194
2818.88	579.867	2818.88	574.187
2818.98	579.865	2818.98	574.179
2819.08	579.865	2819.08	574.171
2819.18	579.857	2819.18	574.163
2819.28	579.853	2819.28	574.156
2819.38	579.845	2819.38	574.148
2819.48	579.843	2819.48	574.14
2819.58	579.835	2819.58	574.132
2819.68	579.833	2819.68	574.125
2819.78	579.826	2819.78	574.117
2819.88	579.825	2819.88	574.109
2819.98	579.818	2819.98	574.101
2820.08	579.808	2820.08	574.094
2820.18	579.804	2820.18	574.086
2820.28	579.796	2820.28	574.078
2820.38	579.794	2820.38	574.07
2820.48	579.787	2820.48	574.063
2820.58	579.785	2820.58	574.055
2820.68	579.777	2820.68	574.047
2820.78	579.775	2820.78	574.039
2820.88	579.767	2820.88	574.032
2820.98	579.763	2820.98	574.024
2821.08	579.755	2821.08	574.016
2821.18	579.753	2821.18	574.008
2821.28	579.746	2821.28	574.001
2821.38	579.734	2821.38	573.993
2821.48	579.726	2821.48	573.985
2821.58	579.724	2821.58	573.977
2821.68	579.714	2821.68	573.97
2821.78	579.714	2821.78	573.962
2821.88	579.707	2821.88	573.954
2821.98	579.705	2821.98	573.947
2822.08	579.697	2822.08	573.939
2822.18	579.695	2822.18	573.931
2822.28	579.687	2822.28	573.923
2822.38	579.675	2822.38	573.916
2822.48	579.666	2822.48	573.908
2822.58	579.664	2822.58	573.9
2822.68	579.656	2822.68	573.892
2822.78	579.654	2822.78	573.885
2822.88	579.646	2822.88	573.877
2822.98	579.644	2822.98	573.869
2823.08	579.636	2823.08	573.862
2823.18	579.634	2823.18	573.854
2823.28	579.625	2823.28	573.846
2823.38	579.624	2823.38	573.838
2823.48	579.617	2823.48	573.831
2823.58	579.615	2823.58	573.823
2823.68	579.607	2823.68	573.815
2823.78	579.597	2823.78	573.807
2823.88	579.595	2823.88	573.8
2823.98	579.587	2823.98	573.792
2824.08	579.583	2824.08	573.784
2824.18	579.583	2824.18	573.777
2824.28	579.576	2824.28	573.769
2824.38	579.574	2824.38	573.761
2824.48	579.566	2824.48	573.753
2824.58	579.564	2824.58	573.746
2824.68	579.546	2824.68	573.738
2824.78	579.544	2824.78	573.73
2824.88	579.546	2824.88	573.723
2824.98	579.534	2824.98	573.715
2825.08	579.537	2825.08	573.707
2825.18	579.527	2825.18	573.699
2825.28	579.515	2825.28	573.692
2825.38	579.507	2825.38	573.684
2825.48	579.505	2825.48	573.676
2825.58	579.498	2825.58	573.669
2825.68	579.494	2825.68	573.661
2825.78	579.496	2825.78	573.653
2825.88	579.494	2825.88	573.646
2825.98	579.486	2825.98	573.638
2826.08	579.484	2826.08	573.63
2826.18	579.476	2826.18	573.622
2826.28	579.474	2826.28	573.615
2826.38	579.466	2826.38	573.607
2826.48	579.464	2826.48	573.599
2826.58	579.455	2826.58	573.592
2826.68	579.453	2826.68	573.584
2826.78	579.445	2826.78	573.576
2826.88	579.444	2826.88	573.569
2826.98	579.437	2826.98	573.561
2827.08	579.435	2827.08	573.553
2827.18	579.427	2827.18	573.545
2827.28	579.425	2827.28	573.538
2827.38	579.417	2827.38	573.53
2827.48	579.414	2827.48	573.522
2827.58	579.406	2827.58	573.515
2827.68	579.404	2827.68	573.507
2827.78	579.396	2827.78	573.499
2827.88	579.394	2827.88	573.492
2827.98	579.376	2827.98	573.484
2828.08	579.384	2828.08	573.476
2828.18	579.376	2828.18	573.469
2828.28	579.373	2828.28	573.461
2828.38	579.365	2828.38	573.453
2828.48	579.364	2828.48	573.445
2828.58	579.357	2828.58	573.438
2828.68	579.355	2828.68	573.43
2828.78	579.347	2828.78	573.422
2828.88	579.345	2828.88	573.415
2828.98	579.337	2828.98	573.407
2829.08	579.326	2829.08	573.399
2829.18	579.324	2829.18	573.392
2829.28	579.306	2829.28	573.384
2829.38	579.304	2829.38	573.376
2829.48	579.296	2829.48	573.369
2829.58	579.294	2829.58	573.361
2829.68	579.287	2829.68	573.353
2829.78	579.285	2829.78	573.346
2829.88	579.275	2829.88	573.338
2829.98	579.273	2829.98	573.33
2830.08	579.265	2830.08	573.323
2830.18	579.265	2830.18	573.315
2830.28	579.257	2830.28	573.307
2830.38	579.248	2830.38	573.3
2830.48	579.246	2830.48	573.292
2830.58	579.238	2830.58	573.284
2830.68	579.234	2830.68	573.277
2830.78	579.226	2830.78	573.269
2830.88	579.224	2830.88	573.261
2830.98	579.216	2830.98	573.254
2831.08	579.205	2831.08	573.246
2831.18	579.197	2831.18	573.238
2831.28	579.195	2831.28	573.231
2831.38	579.193	2831.38	573.223
2831.48	579.185	2831.48	573.215
2831.58	579.183	2831.58	573.208
2831.68	579.175	2831.68	573.2
2831.78	579.173	2831.78	573.192
2831.88	579.166	2831.88	573.185
2831.98	579.165	2831.98	573.177
2832.08	579.158	2832.08	573.169
2832.18	579.156	2832.18	573.162
2832.28	579.146	2832.28	573.154
2832.38	579.144	2832.38	573.146
2832.48	579.136	2832.48	573.139
2832.58	579.134	2832.58	573.131
2832.68	579.126	2832.68	573.123
2832.78	579.125	2832.78	573.116
2832.88	579.117	2832.88	573.108
2832.98	579.107	2832.98	573.1
2833.08	579.103	2833.08	573.093
2833.18	579.103	2833.18	573.085
2833.28	579.095	2833.28	573.077
2833.38	579.093	2833.38	573.07
2833.48	579.085	2833.48	573.062
2833.58	579.085	2833.58	573.054
2833.68	579.078	2833.68	573.047
2833.78	579.076	2833.78	573.039
2833.88	579.066	2833.88	573.031
2833.98	579.064	2833.98	573.024
2834.08	579.056	2834.08	573.016
2834.18	579.054	2834.18	573.009
2834.28	579.046	2834.28	573.001
2834.38	579.044	2834.38	572.993
2834.48	579.037	2834.48	572.986
2834.58	579.035	2834.58	572.978
2834.68	579.027	2834.68	572.97
2834.78	579.023	2834.78	572.963
2834.88	579.015	2834.88	572.955
2834.98	579.013	2834.98	572.947
2835.08	579.005	2835.08	572.94
2835.18	578.995	2835.18	572.932
2835.28	578.988	2835.28	572.924
2835.38	578.986	2835.38	572.917
2835.48	578.988	2835.48	572.909
2835.58	578.974	2835.58	572.902
2835.68	578.966	2835.68	572.894
2835.78	578.964	2835.78	572.886
2835.88	578.957	2835.88	572.879
2835.98	578.964	2835.98	572.871
2836.08	578.957	2836.08	572.863
2836.18	578.955	2836.18	572.856
2836.28	578.935	2836.28	572.848
2836.38	578.943	2836.38	572.841
2836.48	578.925	2836.48	572.833
2836.58	578.923	2836.58	572.825
2836.68	578.916	2836.68	572.818
2836.78	578.906	2836.78	572.81
2836.88	578.904	2836.88	572.802
2836.98	578.896	2836.98	572.795
2837.08	578.896	2837.08	572.787
2837.18	578.886	2837.18	572.78
2837.28	578.884	2837.28	572.772
2837.38	578.876	2837.38	572.764
2837.48	578.875	2837.48	572.757
2837.58	578.867	2837.58	572.749
2837.68	578.865	2837.68	572.741
2837.78	578.857	2837.78	572.734
2837.88	578.855	2837.88	572.726
2837.98	578.853	2837.98	572.719
2838.08	578.845	2838.08	572.711
2838.18	578.835	2838.18	572.703
2838.28	578.833	2838.28	572.696
2838.38	578.816	2838.38	572.688
2838.48	578.814	2838.48	572.68
2838.58	578.806	2838.58	572.673
2838.68	578.804	2838.68	572.665
2838.78	578.796	2838.78	572.658
2838.88	578.794	2838.88	572.65
2838.98	578.794	2838.98	572.642
2839.08	578.787	2839.08	572.635
2839.18	578.785	2839.18	572.627
2839.28	578.767	2839.28	572.62
2839.38	578.757	2839.38	572.612
2839.48	578.753	2839.48	572.604
2839.58	578.746	2839.58	572.597
2839.68	578.744	2839.68	572.589
2839.78	578.744	2839.78	572.582
2839.88	578.736	2839.88	572.574
2839.98	578.734	2839.98	572.566
2840.08	578.726	2840.08	572.559
2840.18	578.716	2840.18	572.551
2840.28	578.714	2840.28	572.543
2840.38	578.707	2840.38	572.536
2840.48	578.705	2840.48	572.528
2840.58	578.697	2840.58	572.521
2840.68	578.695	2840.68	572.513
2840.78	578.685	2840.78	572.505
2840.88	578.677	2840.88	572.498
2840.98	578.673	2840.98	572.49
2841.08	578.666	2841.08	572.483
2841.18	578.664	2841.18	572.475
2841.28	578.664	2841.28	572.468
2841.38	578.646	2841.38	572.46
2841.48	578.644	2841.48	572.452
2841.58	578.636	2841.58	572.445
2841.68	578.634	2841.68	572.437
2841.78	578.625	2841.78	572.43
2841.88	578.624	2841.88	572.422
2841.98	578.617	2841.98	572.414
2842.08	578.615	2842.08	572.407
2842.18	578.607	2842.18	572.399
2842.28	578.605	2842.28	572.392
2842.38	578.597	2842.38	572.384
2842.48	578.595	2842.48	572.376
2842.58	578.593	2842.58	572.369
2842.68	578.585	2842.68	572.361
2842.78	578.583	2842.78	572.354
2842.88	578.576	2842.88	572.346
2842.98	578.564	2842.98	572.338
2843.08	578.556	2843.08	572.331
2843.18	578.554	2843.18	572.323
2843.28	578.544	2843.28	572.316
2843.38	578.544	2843.38	572.308
2843.48	578.544	2843.48	572.301
2843.58	578.537	2843.58	572.293
2843.68	578.535	2843.68	572.285
2843.78	578.525	2843.78	572.278
2843.88	578.517	2843.88	572.27
2843.98	578.515	2843.98	572.263
2844.08	578.505	2844.08	572.255
2844.18	578.503	2844.18	572.248
2844.28	578.496	2844.28	572.24
2844.38	578.494	2844.38	572.232
2844.48	578.484	2844.48	572.225
2844.58	578.476	2844.58	572.217
2844.68	578.476	2844.68	572.21
2844.78	578.466	2844.78	572.202
2844.88	578.457	2844.88	572.195
2844.98	578.455	2844.98	572.187
2845.08	578.455	2845.08	572.179
2845.18	578.437	2845.18	572.172
2845.28	578.435	2845.28	572.164
2845.38	578.435	2845.38	572.157
2845.48	578.425	2845.48	572.149
2845.58	578.423	2845.58	572.142
2845.68	578.416	2845.68	572.134
2845.78	578.414	2845.78	572.126
2845.88	578.414	2845.88	572.119
2845.98	578.406	2845.98	572.111
2846.08	578.394	2846.08	572.104
2846.18	578.386	2846.18	572.096
2846.28	578.384	2846.28	572.089
2846.38	578.376	2846.38	572.081
2846.48	578.375	2846.48	572.074
2846.58	578.367	2846.58	572.066
2846.68	578.355	2846.68	572.058
2846.78	578.347	2846.78	572.051
2846.88	578.345	2846.88	572.043
2846.98	578.335	2846.98	572.036
2847.08	578.333	2847.08	572.028
2847.18	578.333	2847.18	572.021
2847.28	578.326	2847.28	572.013
2847.38	578.324	2847.38	572.006
2847.48	578.316	2847.48	571.998
2847.58	578.304	2847.58	571.99
2847.68	578.304	2847.68	571.983
2847.78	578.296	2847.78	571.975
2847.88	578.294	2847.88	571.968
2847.98	578.287	2847.98	571.96
2848.08	578.275	2848.08	571.953
2848.18	578.267	2848.18	571.945
2848.28	578.265	2848.28	571.938
2848.38	578.257	2848.38	571.93
2848.48	578.253	2848.48	571.922
2848.58	578.253	2848.58	571.915
2848.68	578.246	2848.68	571.907
2848.78	578.234	2848.78	571.9
2848.88	578.226	2848.88	571.892
2848.98	578.224	2848.98	571.885
2849.08	578.216	2849.08	571.877
2849.18	578.214	2849.18	571.87
2849.28	578.207	2849.28	571.862
2849.38	578.205	2849.38	571.855
2849.48	578.187	2849.48	571.847
2849.58	578.185	2849.58	571.84
2849.68	578.177	2849.68	571.832
2849.78	578.175	2849.78	571.824
2849.88	578.173	2849.88	571.817
2849.98	578.166	2849.98	571.809
2850.08	578.164	2850.08	571.802
2850.18	578.156	2850.18	571.794
2850.28	578.154	2850.28	571.787
2850.38	578.154	2850.38	571.779
2850.48	578.146	2850.48	571.772
2850.58	578.134	2850.58	571.764
2850.68	578.125	2850.68	571.757
2850.78	578.115	2850.78	571.749
2850.88	578.114	2850.88	571.742
2850.98	578.115	2850.98	571.734
2851.08	578.107	2851.08	571.727
2851.18	578.105	2851.18	571.719
2851.28	578.097	2851.28	571.712
2851.38	578.095	2851.38	571.704
2851.48	578.093	2851.48	571.696
2851.58	578.085	2851.58	571.689
2851.68	578.083	2851.68	571.681
2851.78	578.066	2851.78	571.674
2851.88	578.064	2851.88	571.666
2851.98	578.064	2851.98	571.659
2852.08	578.056	2852.08	571.651
2852.18	578.054	2852.18	571.644
2852.28	578.046	2852.28	571.636
2852.38	578.044	2852.38	571.629
2852.48	578.037	2852.48	571.621
2852.58	578.025	2852.58	571.614
2852.68	578.017	2852.68	571.606
2852.78	578.015	2852.78	571.599
2852.88	578.007	2852.88	571.591
2852.98	578.003	2852.98	571.584
2853.08	577.996	2853.08	571.576
2853.18	577.994	2853.18	571.569
2853.28	577.994	2853.28	571.561
2853.38	577.986	2853.38	571.554
2853.48	577.984	2853.48	571.546
2853.58	577.985	2853.58	571.539
2853.68	577.978	2853.68	571.531
2853.78	577.974	2853.78	571.524
2853.88	577.966	2853.88	571.516
2853.98	577.955	2853.98	571.509
2854.08	577.947	2854.08	571.501
2854.18	577.945	2854.18	571.494
2854.28	577.937	2854.28	571.486
2854.38	577.935	2854.38	571.479
2854.48	577.925	2854.48	571.471
2854.58	577.923	2854.58	571.464
2854.68	577.923	2854.68	571.456
2854.78	577.916	2854.78	571.449
2854.88	577.906	2854.88	571.441
2854.98	577.904	2854.98	571.434
2855.08	577.904	2855.08	571.426
2855.18	577.896	2855.18	571.419
2855.28	577.886	2855.28	571.411
2855.38	577.884	2855.38	571.404
2855.48	577.876	2855.48	571.396
2855.58	577.875	2855.58	571.389
2855.68	577.867	2855.68	571.381
2855.78	577.865	2855.78	571.374
2855.88	577.857	2855.88	571.366
2855.98	577.855	2855.98	571.359
2856.08	577.847	2856.08	571.351
2856.18	577.843	2856.18	571.344
2856.28	577.843	2856.28	571.336
2856.38	577.835	2856.38	571.329
2856.48	577.826	2856.48	571.321
2856.58	577.824	2856.58	571.314
2856.68	577.816	2856.68	571.306
2856.78	577.814	2856.78	571.299
2856.88	577.806	2856.88	571.291
2856.98	577.804	2856.98	571.284
2857.08	577.796	2857.08	571.276
2857.18	577.794	2857.18	571.269
2857.28	577.787	2857.28	571.261
2857.38	577.785	2857.38	571.254
2857.48	577.777	2857.48	571.246
2857.58	577.775	2857.58	571.239
2857.68	577.767	2857.68	571.231
2857.78	577.765	2857.78	571.224
2857.88	577.763	2857.88	571.216
2857.98	577.755	2857.98	571.209
2858.08	577.753	2858.08	571.201
2858.18	577.746	2858.18	571.194
2858.28	577.744	2858.28	571.186
2858.38	577.736	2858.38	571.179
2858.48	577.726	2858.48	571.172
2858.58	577.728	2858.58	571.164
2858.68	577.724	2858.68	571.157
2858.78	577.707	2858.78	571.149
2858.88	577.705	2858.88	571.142
2858.98	577.697	2858.98	571.134
2859.08	577.695	2859.08	571.127
2859.18	577.687	2859.18	571.119
2859.28	577.685	2859.28	571.112
2859.38	577.675	2859.38	571.104
2859.48	577.683	2859.48	571.097
2859.58	577.675	2859.58	571.089
2859.68	577.664	2859.68	571.082
2859.78	577.666	2859.78	571.074
2859.88	577.664	2859.88	571.067
2859.98	577.646	2859.98	571.059
2860.08	577.644	2860.08	571.052
2860.18	577.636	2860.18	571.045
2860.28	577.646	2860.28	571.037
2860.38	577.634	2860.38	571.03
2860.48	577.626	2860.48	571.022
2860.58	577.625	2860.58	571.015
2860.68	577.617	2860.68	571.007
2860.78	577.615	2860.78	571
2860.88	577.607	2860.88	570.992
2860.98	577.605	2860.98	570.985
2861.08	577.595	2861.08	570.977
2861.18	577.585	2861.18	570.97
2861.28	577.574	2861.28	570.962
2861.38	577.574	2861.38	570.955
2861.48	577.566	2861.48	570.948
2861.58	577.564	2861.58	570.94
2861.68	577.556	2861.68	570.933
2861.78	577.554	2861.78	570.925
2861.88	577.556	2861.88	570.918
2861.98	577.546	2861.98	570.91
2862.08	577.544	2862.08	570.903
2862.18	577.544	2862.18	570.895
2862.28	577.537	2862.28	570.888
2862.38	577.525	2862.38	570.881
2862.48	577.517	2862.48	570.873
2862.58	577.515	2862.58	570.866
2862.68	577.505	2862.68	570.858
2862.78	577.503	2862.78	570.851
2862.88	577.496	2862.88	570.843
2862.98	577.494	2862.98	570.836
2863.08	577.486	2863.08	570.828
2863.18	577.484	2863.18	570.821
2863.28	577.476	2863.28	570.813
2863.38	577.476	2863.38	570.806
2863.48	577.466	2863.48	570.799
2863.58	577.457	2863.58	570.791
2863.68	577.455	2863.68	570.784
2863.78	577.447	2863.78	570.776
2863.88	577.445	2863.88	570.769
2863.98	577.437	2863.98	570.761
2864.08	577.435	2864.08	570.754
2864.18	577.427	2864.18	570.747
2864.28	577.423	2864.28	570.739
2864.38	577.416	2864.38	570.732
2864.48	577.414	2864.48	570.724
2864.58	577.406	2864.58	570.717
2864.68	577.404	2864.68	570.709
2864.78	577.396	2864.78	570.702
2864.88	577.386	2864.88	570.695
2864.98	577.384	2864.98	570.687
2865.08	577.384	2865.08	570.68
2865.18	577.375	2865.18	570.672
2865.28	577.365	2865.28	570.665
2865.38	577.364	2865.38	570.657
2865.48	577.347	2865.48	570.65
2865.58	577.345	2865.58	570.642
2865.68	577.345	2865.68	570.635
2865.78	577.337	2865.78	570.628
2865.88	577.333	2865.88	570.62
2865.98	577.316	2865.98	570.613
2866.08	577.314	2866.08	570.605
2866.18	577.306	2866.18	570.598
2866.28	577.304	2866.28	570.591
2866.38	577.296	2866.38	570.583
2866.48	577.294	2866.48	570.576
2866.58	577.285	2866.58	570.568
2866.68	577.283	2866.68	570.561
2866.78	577.275	2866.78	570.553
2866.88	577.274	2866.88	570.546
2866.98	577.267	2866.98	570.539
2867.08	577.265	2867.08	570.531
2867.18	577.257	2867.18	570.524
2867.28	577.255	2867.28	570.516
2867.38	577.248	2867.38	570.509
2867.48	577.244	2867.48	570.502
2867.58	577.244	2867.58	570.494
2867.68	577.236	2867.68	570.487
2867.78	577.234	2867.78	570.479
2867.88	577.226	2867.88	570.472
2867.98	577.224	2867.98	570.464
2868.08	577.216	2868.08	570.457
2868.18	577.214	2868.18	570.45
2868.28	577.205	2868.28	570.442
2868.38	577.204	2868.38	570.435
2868.48	577.197	2868.48	570.427
2868.58	577.195	2868.58	570.42
2868.68	577.177	2868.68	570.413
2868.78	577.175	2868.78	570.405
2868.88	577.167	2868.88	570.398
2868.98	577.167	2868.98	570.39
2869.08	577.164	2869.08	570.383
2869.18	577.156	2869.18	570.376
2869.28	577.144	2869.28	570.368
2869.38	577.136	2869.38	570.361
2869.48	577.134	2869.48	570.353
2869.58	577.126	2869.58	570.346
2869.68	577.125	2869.68	570.339
2869.78	577.117	2869.78	570.331
2869.88	577.113	2869.88	570.324
2869.98	577.105	2869.98	570.316
2870.08	577.103	2870.08	570.309
2870.18	577.095	2870.18	570.302
2870.28	577.095	2870.28	570.294
2870.38	577.087	2870.38	570.287
2870.48	577.085	2870.48	570.279
2870.58	577.078	2870.58	570.272
2870.68	577.085	2870.68	570.265
2870.78	577.076	2870.78	570.257
2870.88	577.064	2870.88	570.25
2870.98	577.056	2870.98	570.242
2871.08	577.064	2871.08	570.235
2871.18	577.056	2871.18	570.228
2871.28	577.044	2871.28	570.22
2871.38	577.046	2871.38	570.213
2871.48	577.044	2871.48	570.206
2871.58	577.035	2871.58	570.198
2871.68	577.033	2871.68	570.191
2871.78	577.025	2871.78	570.183
2871.88	577.024	2871.88	570.176
2871.98	577.017	2871.98	570.169
2872.08	577.005	2872.08	570.161
2872.18	576.998	2872.18	570.154
2872.28	576.996	2872.28	570.146
2872.38	576.998	2872.38	570.139
2872.48	576.994	2872.48	570.132
2872.58	576.984	2872.58	570.124
2872.68	576.976	2872.68	570.117
2872.78	576.974	2872.78	570.11
2872.88	576.966	2872.88	570.102
2872.98	576.964	2872.98	570.095
2873.08	576.957	2873.08	570.087
2873.18	576.953	2873.18	570.08
2873.28	576.945	2873.28	570.073
2873.38	576.944	2873.38	570.065
2873.48	576.937	2873.48	570.058
2873.58	576.927	2873.58	570.051
2873.68	576.925	2873.68	570.043
2873.78	576.925	2873.78	570.036
2873.88	576.917	2873.88	570.028
2873.98	576.914	2873.98	570.021
2874.08	576.906	2874.08	570.014
2874.18	576.904	2874.18	570.006
2874.28	576.896	2874.28	569.999
2874.38	576.894	2874.38	569.992
2874.48	576.886	2874.48	569.984
2874.58	576.884	2874.58	569.977
2874.68	576.876	2874.68	569.97
2874.78	576.875	2874.78	569.962
2874.88	576.865	2874.88	569.955
2874.98	576.863	2874.98	569.947
2875.08	576.855	2875.08	569.94
2875.18	576.845	2875.18	569.933
2875.28	576.837	2875.28	569.925
2875.38	576.835	2875.38	569.918
2875.48	576.828	2875.48	569.911
2875.58	576.824	2875.58	569.903
2875.68	576.824	2875.68	569.896
2875.78	576.816	2875.78	569.889
2875.88	576.814	2875.88	569.881
2875.98	576.816	2875.98	569.874
2876.08	576.804	2876.08	569.867
2876.18	576.796	2876.18	569.859
2876.28	576.794	2876.28	569.852
2876.38	576.796	2876.38	569.844
2876.48	576.792	2876.48	569.837
2876.58	576.785	2876.58	569.83
2876.68	576.784	2876.68	569.822
2876.78	576.777	2876.78	569.815
2876.88	576.767	2876.88	569.808
2876.98	576.765	2876.98	569.8
2877.08	576.757	2877.08	569.793
2877.18	576.746	2877.18	569.786
2877.28	576.736	2877.28	569.778
2877.38	576.734	2877.38	569.771
2877.48	576.726	2877.48	569.764
2877.58	576.724	2877.58	569.756
2877.68	576.716	2877.68	569.749
2877.78	576.714	2877.78	569.742
2877.88	576.707	2877.88	569.734
2877.98	576.705	2877.98	569.727
2878.08	576.695	2878.08	569.72
2878.18	576.693	2878.18	569.712
2878.28	576.685	2878.28	569.705
2878.38	576.685	2878.38	569.698
2878.48	576.677	2878.48	569.69
2878.58	576.675	2878.58	569.683
2878.68	576.658	2878.68	569.676
2878.78	576.654	2878.78	569.668
2878.88	576.656	2878.88	569.661
2878.98	576.644	2878.98	569.654
2879.08	576.636	2879.08	569.646
2879.18	576.634	2879.18	569.639
2879.28	576.626	2879.28	569.632
2879.38	576.625	2879.38	569.624
2879.48	576.617	2879.48	569.617
2879.58	576.615	2879.58	569.61
2879.68	576.605	2879.68	569.602
2879.78	576.603	2879.78	569.595
2879.88	576.595	2879.88	569.588
2879.98	576.593	2879.98	569.58
2880.08	576.585	2880.08	569.573
2880.18	576.585	2880.18	569.566
2880.28	576.568	2880.28	569.558
2880.38	576.576	2880.38	569.551
2880.48	576.556	2880.48	569.544
2880.58	576.554	2880.58	569.536
2880.68	576.546	2880.68	569.529
2880.78	576.544	2880.78	569.522
2880.88	576.544	2880.88	569.514
2880.98	576.537	2880.98	569.507
2881.08	576.535	2881.08	569.5
