Cycle: 15  CDAN-D1080A_X	Cycle: 15  CDAN-D1080A_Y	Fitted Cycle: 15  CDAN-D1080A_X	Fitted Cycle: 15  CDAN-D1080A_Y
2614.78	447.452	2614.78	443.931
2614.88	447.453	2614.88	443.922
2614.98	447.444	2614.98	443.913
2615.08	447.436	2615.08	443.904
2615.18	447.422	2615.18	443.895
2615.28	447.422	2615.28	443.886
2615.38	447.413	2615.38	443.877
2615.48	447.395	2615.48	443.868
2615.58	447.393	2615.58	443.859
2615.68	447.381	2615.68	443.85
2615.78	447.374	2615.78	443.841
2615.88	447.362	2615.88	443.832
2615.98	447.354	2615.98	443.822
2616.08	447.346	2616.08	443.813
2616.18	447.333	2616.18	443.804
2616.28	447.333	2616.28	443.795
2616.38	447.323	2616.38	443.786
2616.48	447.305	2616.48	443.777
2616.58	447.303	2616.58	443.768
2616.68	447.293	2616.68	443.759
2616.78	447.284	2616.78	443.75
2616.88	447.272	2616.88	443.741
2616.98	447.272	2616.98	443.732
2617.08	447.254	2617.08	443.723
2617.18	447.252	2617.18	443.714
2617.28	447.242	2617.28	443.705
2617.38	447.235	2617.38	443.696
2617.48	447.223	2617.48	443.686
2617.58	447.223	2617.58	443.677
2617.68	447.213	2617.68	443.668
2617.78	447.206	2617.78	443.659
2617.88	447.192	2617.88	443.65
2617.98	447.192	2617.98	443.641
2618.08	447.192	2618.08	443.632
2618.18	447.182	2618.18	443.623
2618.28	447.174	2618.28	443.614
2618.38	447.164	2618.38	443.605
2618.48	447.163	2618.48	443.596
2618.58	447.153	2618.58	443.587
2618.68	447.145	2618.68	443.578
2618.78	447.133	2618.78	443.569
2618.88	447.133	2618.88	443.56
2618.98	447.122	2618.98	443.551
2619.08	447.114	2619.08	443.542
2619.18	447.112	2619.18	443.533
2619.28	447.102	2619.28	443.524
2619.38	447.094	2619.38	443.515
2619.48	447.084	2619.48	443.506
2619.58	447.083	2619.58	443.496
2619.68	447.073	2619.68	443.487
2619.78	447.065	2619.78	443.478
2619.88	447.053	2619.88	443.469
2619.98	447.043	2619.98	443.46
2620.08	447.043	2620.08	443.451
2620.18	447.034	2620.18	443.442
2620.28	447.022	2620.28	443.433
2620.38	447.012	2620.38	443.424
2620.48	447.012	2620.48	443.415
2620.58	447.004	2620.58	443.406
2620.68	447.004	2620.68	443.397
2620.78	446.993	2620.78	443.388
2620.88	446.985	2620.88	443.379
2620.98	446.973	2620.98	443.37
2621.08	446.973	2621.08	443.361
2621.18	446.963	2621.18	443.352
2621.28	446.954	2621.28	443.343
2621.38	446.942	2621.38	443.334
2621.48	446.942	2621.48	443.325
2621.58	446.924	2621.58	443.316
2621.68	446.922	2621.68	443.307
2621.78	446.914	2621.78	443.298
2621.88	446.913	2621.88	443.289
2621.98	446.905	2621.98	443.28
2622.08	446.893	2622.08	443.271
2622.18	446.893	2622.18	443.262
2622.28	446.883	2622.28	443.253
2622.38	446.875	2622.38	443.244
2622.48	446.872	2622.48	443.235
2622.58	446.862	2622.58	443.226
2622.68	446.862	2622.68	443.217
2622.78	446.844	2622.78	443.208
2622.88	446.844	2622.88	443.199
2622.98	446.833	2622.98	443.19
2623.08	446.825	2623.08	443.181
2623.18	446.813	2623.18	443.172
2623.28	446.813	2623.28	443.163
2623.38	446.803	2623.38	443.154
2623.48	446.795	2623.48	443.145
2623.58	446.793	2623.58	443.136
2623.68	446.782	2623.68	443.127
2623.78	446.782	2623.78	443.118
2623.88	446.764	2623.88	443.109
2623.98	446.762	2623.98	443.1
2624.08	446.754	2624.08	443.091
2624.18	446.745	2624.18	443.082
2624.28	446.743	2624.28	443.073
2624.38	446.733	2624.38	443.064
2624.48	446.733	2624.48	443.055
2624.58	446.715	2624.58	443.046
2624.68	446.713	2624.68	443.037
2624.78	446.711	2624.78	443.028
2624.88	446.702	2624.88	443.019
2624.98	446.702	2624.98	443.01
2625.08	446.684	2625.08	443.001
2625.18	446.684	2625.18	442.992
2625.28	446.674	2625.28	442.983
2625.38	446.672	2625.38	442.974
2625.48	446.655	2625.48	442.965
2625.58	446.653	2625.58	442.956
2625.68	446.653	2625.68	442.947
2625.78	446.643	2625.78	442.938
2625.88	446.635	2625.88	442.929
2625.98	446.622	2625.98	442.92
2626.08	446.622	2626.08	442.911
2626.18	446.604	2626.18	442.902
2626.28	446.604	2626.28	442.893
2626.38	446.594	2626.38	442.884
2626.48	446.592	2626.48	442.875
2626.58	446.584	2626.58	442.866
2626.68	446.573	2626.68	442.857
2626.78	446.573	2626.78	442.848
2626.88	446.563	2626.88	442.839
2626.98	446.563	2626.98	442.83
2627.08	446.543	2627.08	442.821
2627.18	446.542	2627.18	442.813
2627.28	446.532	2627.28	442.804
2627.38	446.524	2627.38	442.795
2627.48	446.514	2627.48	442.786
2627.58	446.514	2627.58	442.777
2627.68	446.512	2627.68	442.768
2627.78	446.502	2627.78	442.759
2627.88	446.485	2627.88	442.75
2627.98	446.483	2627.98	442.741
2628.08	446.473	2628.08	442.732
2628.18	446.471	2628.18	442.723
2628.28	446.471	2628.28	442.714
2628.38	446.454	2628.38	442.705
2628.48	446.453	2628.48	442.696
2628.58	446.444	2628.58	442.687
2628.68	446.426	2628.68	442.678
2628.78	446.422	2628.78	442.669
2628.88	446.413	2628.88	442.66
2628.98	446.413	2628.98	442.651
2629.08	446.395	2629.08	442.642
2629.18	446.393	2629.18	442.633
2629.28	446.381	2629.28	442.625
2629.38	446.381	2629.38	442.616
2629.48	446.364	2629.48	442.607
2629.58	446.363	2629.58	442.598
2629.68	446.354	2629.68	442.589
2629.78	446.346	2629.78	442.58
2629.88	446.342	2629.88	442.571
2629.98	446.333	2629.98	442.562
2630.08	446.323	2630.08	442.553
2630.18	446.315	2630.18	442.544
2630.28	446.313	2630.28	442.535
2630.38	446.303	2630.38	442.526
2630.48	446.301	2630.48	442.517
2630.58	446.292	2630.58	442.508
2630.68	446.284	2630.68	442.499
2630.78	446.273	2630.78	442.491
2630.88	446.266	2630.88	442.482
2630.98	446.252	2630.98	442.473
2631.08	446.252	2631.08	442.464
2631.18	446.243	2631.18	442.455
2631.28	446.243	2631.28	442.446
2631.38	446.225	2631.38	442.437
2631.48	446.223	2631.48	442.428
2631.58	446.221	2631.58	442.419
2631.68	446.211	2631.68	442.41
2631.78	446.194	2631.78	442.401
2631.88	446.193	2631.88	442.392
2631.98	446.184	2631.98	442.383
2632.08	446.176	2632.08	442.375
2632.18	446.163	2632.18	442.366
2632.28	446.163	2632.28	442.357
2632.38	446.145	2632.38	442.348
2632.48	446.143	2632.48	442.339
2632.58	446.133	2632.58	442.33
2632.68	446.131	2632.68	442.321
2632.78	446.122	2632.78	442.312
2632.88	446.114	2632.88	442.303
2632.98	446.104	2632.98	442.294
2633.08	446.096	2633.08	442.285
2633.18	446.083	2633.18	442.277
2633.28	446.083	2633.28	442.268
2633.38	446.083	2633.38	442.259
2633.48	446.065	2633.48	442.25
2633.58	446.063	2633.58	442.241
2633.68	446.053	2633.68	442.232
2633.78	446.053	2633.78	442.223
2633.88	446.042	2633.88	442.214
2633.98	446.034	2633.98	442.205
2634.08	446.022	2634.08	442.196
2634.18	446.023	2634.18	442.188
2634.28	446.006	2634.28	442.179
2634.38	446.002	2634.38	442.17
2634.48	446.002	2634.48	442.161
2634.58	445.985	2634.58	442.152
2634.68	445.973	2634.68	442.143
2634.78	445.973	2634.78	442.134
2634.88	445.961	2634.88	442.125
2634.98	445.954	2634.98	442.116
2635.08	445.952	2635.08	442.108
2635.18	445.942	2635.18	442.099
2635.28	445.924	2635.28	442.09
2635.38	445.924	2635.38	442.081
2635.48	445.924	2635.48	442.072
2635.58	445.913	2635.58	442.063
2635.68	445.905	2635.68	442.054
2635.78	445.893	2635.78	442.045
2635.88	445.893	2635.88	442.037
2635.98	445.893	2635.98	442.028
2636.08	445.874	2636.08	442.019
2636.18	445.872	2636.18	442.01
2636.28	445.862	2636.28	442.001
2636.38	445.863	2636.38	441.992
2636.48	445.846	2636.48	441.983
2636.58	445.844	2636.58	441.974
2636.68	445.834	2636.68	441.966
2636.78	445.823	2636.78	441.957
2636.88	445.813	2636.88	441.948
2636.98	445.813	2636.98	441.939
2637.08	445.803	2637.08	441.93
2637.18	445.795	2637.18	441.921
2637.28	445.792	2637.28	441.912
2637.38	445.782	2637.38	441.904
2637.48	445.764	2637.48	441.895
2637.58	445.762	2637.58	441.886
2637.68	445.754	2637.68	441.877
2637.78	445.745	2637.78	441.868
2637.88	445.733	2637.88	441.859
2637.98	445.733	2637.98	441.85
2638.08	445.723	2638.08	441.841
2638.18	445.715	2638.18	441.833
2638.28	445.713	2638.28	441.824
2638.38	445.702	2638.38	441.815
2638.48	445.694	2638.48	441.806
2638.58	445.682	2638.58	441.797
2638.68	445.682	2638.68	441.788
2638.78	445.665	2638.78	441.78
2638.88	445.664	2638.88	441.771
2638.98	445.663	2638.98	441.762
2639.08	445.653	2639.08	441.753
2639.18	445.645	2639.18	441.744
2639.28	445.633	2639.28	441.735
2639.38	445.633	2639.38	441.726
2639.48	445.625	2639.48	441.718
2639.58	445.612	2639.58	441.709
2639.68	445.612	2639.68	441.7
2639.78	445.602	2639.78	441.691
2639.88	445.594	2639.88	441.682
2639.98	445.584	2639.98	441.673
2640.08	445.583	2640.08	441.665
2640.18	445.573	2640.18	441.656
2640.28	445.565	2640.28	441.647
2640.38	445.553	2640.38	441.638
2640.48	445.553	2640.48	441.629
2640.58	445.536	2640.58	441.62
2640.68	445.532	2640.68	441.612
2640.78	445.522	2640.78	441.603
2640.88	445.522	2640.88	441.594
2640.98	445.512	2640.98	441.585
2641.08	445.504	2641.08	441.576
2641.18	445.492	2641.18	441.567
2641.28	445.493	2641.28	441.559
2641.38	445.475	2641.38	441.55
2641.48	445.473	2641.48	441.541
2641.58	445.473	2641.58	441.532
2641.68	445.463	2641.68	441.523
2641.78	445.454	2641.78	441.515
2641.88	445.452	2641.88	441.506
2641.98	445.442	2641.98	441.497
2642.08	445.434	2642.08	441.488
2642.18	445.422	2642.18	441.479
2642.28	445.424	2642.28	441.47
2642.38	445.413	2642.38	441.462
2642.48	445.405	2642.48	441.453
2642.58	445.393	2642.58	441.444
2642.68	445.393	2642.68	441.435
2642.78	445.385	2642.78	441.426
2642.88	445.374	2642.88	441.418
2642.98	445.372	2642.98	441.409
2643.08	445.354	2643.08	441.4
2643.18	445.352	2643.18	441.391
2643.28	445.342	2643.28	441.382
2643.38	445.344	2643.38	441.374
2643.48	445.325	2643.48	441.365
2643.58	445.323	2643.58	441.356
2643.68	445.323	2643.68	441.347
2643.78	445.305	2643.78	441.338
2643.88	445.303	2643.88	441.33
2643.98	445.293	2643.98	441.321
2644.08	445.293	2644.08	441.312
2644.18	445.274	2644.18	441.303
2644.28	445.272	2644.28	441.294
2644.38	445.262	2644.38	441.286
2644.48	445.254	2644.48	441.277
2644.58	445.243	2644.58	441.268
2644.68	445.242	2644.68	441.259
2644.78	445.235	2644.78	441.25
2644.88	445.223	2644.88	441.242
2644.98	445.223	2644.98	441.233
2645.08	445.206	2645.08	441.224
2645.18	445.204	2645.18	441.215
2645.28	445.192	2645.28	441.206
2645.38	445.192	2645.38	441.198
2645.48	445.174	2645.48	441.189
2645.58	445.172	2645.58	441.18
2645.68	445.163	2645.68	441.171
2645.78	445.164	2645.78	441.163
2645.88	445.155	2645.88	441.154
2645.98	445.143	2645.98	441.145
2646.08	445.133	2646.08	441.136
2646.18	445.133	2646.18	441.127
2646.28	445.125	2646.28	441.119
2646.38	445.112	2646.38	441.11
2646.48	445.112	2646.48	441.101
2646.58	445.102	2646.58	441.092
2646.68	445.094	2646.68	441.084
2646.78	445.083	2646.78	441.075
2646.88	445.084	2646.88	441.066
2646.98	445.065	2646.98	441.057
2647.08	445.063	2647.08	441.048
2647.18	445.053	2647.18	441.04
2647.28	445.053	2647.28	441.031
2647.38	445.036	2647.38	441.022
2647.48	445.034	2647.48	441.013
2647.58	445.022	2647.58	441.005
2647.68	445.014	2647.68	440.996
2647.78	445.012	2647.78	440.987
2647.88	445.002	2647.88	440.978
2647.98	444.993	2647.98	440.97
2648.08	444.983	2648.08	440.961
2648.18	444.973	2648.18	440.952
2648.28	444.965	2648.28	440.943
2648.38	444.954	2648.38	440.935
2648.48	444.954	2648.48	440.926
2648.58	444.942	2648.58	440.917
2648.68	444.934	2648.68	440.908
2648.78	444.932	2648.78	440.9
2648.88	444.922	2648.88	440.891
2648.98	444.922	2648.98	440.882
2649.08	444.905	2649.08	440.873
2649.18	444.903	2649.18	440.865
2649.28	444.893	2649.28	440.856
2649.38	444.885	2649.38	440.847
2649.48	444.874	2649.48	440.838
2649.58	444.874	2649.58	440.83
2649.68	444.864	2649.68	440.821
2649.78	444.862	2649.78	440.812
2649.88	444.854	2649.88	440.803
2649.98	444.842	2649.98	440.795
2650.08	444.842	2650.08	440.786
2650.18	444.825	2650.18	440.777
2650.28	444.823	2650.28	440.768
2650.38	444.813	2650.38	440.76
2650.48	444.813	2650.48	440.751
2650.58	444.795	2650.58	440.742
2650.68	444.793	2650.68	440.733
2650.78	444.793	2650.78	440.725
2650.88	444.784	2650.88	440.716
2650.98	444.774	2650.98	440.707
2651.08	444.762	2651.08	440.698
2651.18	444.752	2651.18	440.69
2651.28	444.752	2651.28	440.681
2651.38	444.735	2651.38	440.672
2651.48	444.731	2651.48	440.664
2651.58	444.732	2651.58	440.655
2651.68	444.715	2651.68	440.646
2651.78	444.704	2651.78	440.637
2651.88	444.704	2651.88	440.629
2651.98	444.684	2651.98	440.62
2652.08	444.682	2652.08	440.611
2652.18	444.672	2652.18	440.602
2652.28	444.672	2652.28	440.594
2652.38	444.655	2652.38	440.585
2652.48	444.653	2652.48	440.576
2652.58	444.641	2652.58	440.568
2652.68	444.633	2652.68	440.559
2652.78	444.633	2652.78	440.55
2652.88	444.624	2652.88	440.541
2652.98	444.614	2652.98	440.533
2653.08	444.606	2653.08	440.524
2653.18	444.602	2653.18	440.515
2653.28	444.592	2653.28	440.507
2653.38	444.592	2653.38	440.498
2653.48	444.575	2653.48	440.489
2653.58	444.573	2653.58	440.481
2653.68	444.561	2653.68	440.472
2653.78	444.563	2653.78	440.463
2653.88	444.545	2653.88	440.454
2653.98	444.543	2653.98	440.446
2654.08	444.534	2654.08	440.437
2654.18	444.526	2654.18	440.428
2654.28	444.512	2654.28	440.42
2654.38	444.512	2654.38	440.411
2654.48	444.512	2654.48	440.402
2654.58	444.495	2654.58	440.394
2654.68	444.493	2654.68	440.385
2654.78	444.483	2654.78	440.376
2654.88	444.481	2654.88	440.367
2654.98	444.463	2654.98	440.359
2655.08	444.463	2655.08	440.35
2655.18	444.454	2655.18	440.341
2655.28	444.436	2655.28	440.333
2655.38	444.432	2655.38	440.324
2655.48	444.432	2655.48	440.315
2655.58	444.415	2655.58	440.307
2655.68	444.413	2655.68	440.298
2655.78	444.403	2655.78	440.289
2655.88	444.403	2655.88	440.281
2655.98	444.395	2655.98	440.272
2656.08	444.381	2656.08	440.263
2656.18	444.383	2656.18	440.254
2656.28	444.366	2656.28	440.246
2656.38	444.364	2656.38	440.237
2656.48	444.354	2656.48	440.228
2656.58	444.352	2656.58	440.22
2656.68	444.334	2656.68	440.211
2656.78	444.333	2656.78	440.202
2656.88	444.323	2656.88	440.194
2656.98	444.323	2656.98	440.185
2657.08	444.315	2657.08	440.176
2657.18	444.301	2657.18	440.168
2657.28	444.303	2657.28	440.159
2657.38	444.286	2657.38	440.15
2657.48	444.284	2657.48	440.142
2657.58	444.266	2657.58	440.133
2657.68	444.264	2657.68	440.124
2657.78	444.262	2657.78	440.116
2657.88	444.252	2657.88	440.107
2657.98	444.245	2657.98	440.098
2658.08	444.233	2658.08	440.09
2658.18	444.223	2658.18	440.081
2658.28	444.221	2658.28	440.072
2658.38	444.204	2658.38	440.064
2658.48	444.202	2658.48	440.055
2658.58	444.203	2658.58	440.046
2658.68	444.186	2658.68	440.038
2658.78	444.184	2658.78	440.029
2658.88	444.172	2658.88	440.02
2658.98	444.172	2658.98	440.012
2659.08	444.155	2659.08	440.003
2659.18	444.153	2659.18	439.994
2659.28	444.143	2659.28	439.986
2659.38	444.143	2659.38	439.977
2659.48	444.133	2659.48	439.969
2659.58	444.122	2659.58	439.96
2659.68	444.114	2659.68	439.951
2659.78	444.104	2659.78	439.943
2659.88	444.104	2659.88	439.934
2659.98	444.104	2659.98	439.925
2660.08	444.092	2660.08	439.917
2660.18	444.084	2660.18	439.908
2660.28	444.073	2660.28	439.899
2660.38	444.063	2660.38	439.891
2660.48	444.055	2660.48	439.882
2660.58	444.051	2660.58	439.873
2660.68	444.051	2660.68	439.865
2660.78	444.034	2660.78	439.856
2660.88	444.033	2660.88	439.847
2660.98	444.024	2660.98	439.839
2661.08	444.016	2661.08	439.83
2661.18	444.014	2661.18	439.822
2661.28	444.002	2661.28	439.813
2661.38	444.002	2661.38	439.804
2661.48	443.985	2661.48	439.796
2661.58	443.983	2661.58	439.787
2661.68	443.983	2661.68	439.778
2661.78	443.971	2661.78	439.77
2661.88	443.963	2661.88	439.761
2661.98	443.952	2661.98	439.753
2662.08	443.944	2662.08	439.744
2662.18	443.934	2662.18	439.735
2662.28	443.934	2662.28	439.727
2662.38	443.932	2662.38	439.718
2662.48	443.915	2662.48	439.709
2662.58	443.913	2662.58	439.701
2662.68	443.903	2662.68	439.692
2662.78	443.903	2662.78	439.684
2662.88	443.893	2662.88	439.675
2662.98	443.883	2662.98	439.666
2663.08	443.872	2663.08	439.658
2663.18	443.864	2663.18	439.649
2663.28	443.863	2663.28	439.64
2663.38	443.854	2663.38	439.632
2663.48	443.854	2663.48	439.623
2663.58	443.834	2663.58	439.615
2663.68	443.833	2663.68	439.606
2663.78	443.823	2663.78	439.597
2663.88	443.823	2663.88	439.589
2663.98	443.805	2663.98	439.58
2664.08	443.801	2664.08	439.572
2664.18	443.801	2664.18	439.563
2664.28	443.784	2664.28	439.554
2664.38	443.783	2664.38	439.546
2664.48	443.774	2664.48	439.537
2664.58	443.766	2664.58	439.529
2664.68	443.764	2664.68	439.52
2664.78	443.752	2664.78	439.511
2664.88	443.752	2664.88	439.503
2664.98	443.735	2664.98	439.494
2665.08	443.733	2665.08	439.486
2665.18	443.723	2665.18	439.477
2665.28	443.713	2665.28	439.468
2665.38	443.702	2665.38	439.46
2665.48	443.702	2665.48	439.451
2665.58	443.693	2665.58	439.443
2665.68	443.686	2665.68	439.434
2665.78	443.672	2665.78	439.425
2665.88	443.672	2665.88	439.417
2665.98	443.665	2665.98	439.408
2666.08	443.653	2666.08	439.4
2666.18	443.653	2666.18	439.391
2666.28	443.643	2666.28	439.382
2666.38	443.635	2666.38	439.374
2666.48	443.631	2666.48	439.365
2666.58	443.622	2666.58	439.357
2666.68	443.614	2666.68	439.348
2666.78	443.613	2666.78	439.34
2666.88	443.604	2666.88	439.331
2666.98	443.604	2666.98	439.322
2667.08	443.584	2667.08	439.314
2667.18	443.583	2667.18	439.305
2667.28	443.573	2667.28	439.297
2667.38	443.573	2667.38	439.288
2667.48	443.555	2667.48	439.28
2667.58	443.551	2667.58	439.271
2667.68	443.551	2667.68	439.262
2667.78	443.534	2667.78	439.254
2667.88	443.533	2667.88	439.245
2667.98	443.524	2667.98	439.237
2668.08	443.516	2668.08	439.228
2668.18	443.502	2668.18	439.22
2668.28	443.502	2668.28	439.211
2668.38	443.493	2668.38	439.202
2668.48	443.493	2668.48	439.194
2668.58	443.475	2668.58	439.185
2668.68	443.473	2668.68	439.177
2668.78	443.461	2668.78	439.168
2668.88	443.461	2668.88	439.16
2668.98	443.454	2668.98	439.151
2669.08	443.443	2669.08	439.142
2669.18	443.434	2669.18	439.134
2669.28	443.424	2669.28	439.125
2669.38	443.413	2669.38	439.117
2669.48	443.413	2669.48	439.108
2669.58	443.395	2669.58	439.1
2669.68	443.393	2669.68	439.091
2669.78	443.383	2669.78	439.083
2669.88	443.381	2669.88	439.074
2669.98	443.364	2669.98	439.065
2670.08	443.362	2670.08	439.057
2670.18	443.354	2670.18	439.048
2670.28	443.354	2670.28	439.04
2670.38	443.334	2670.38	439.031
2670.48	443.333	2670.48	439.023
2670.58	443.323	2670.58	439.014
2670.68	443.313	2670.68	439.006
2670.78	443.305	2670.78	438.997
2670.88	443.292	2670.88	438.989
2670.98	443.292	2670.98	438.98
2671.08	443.284	2671.08	438.971
2671.18	443.272	2671.18	438.963
2671.28	443.264	2671.28	438.954
2671.38	443.264	2671.38	438.946
2671.48	443.256	2671.48	438.937
2671.58	443.243	2671.58	438.929
2671.68	443.243	2671.68	438.92
2671.78	443.225	2671.78	438.912
2671.88	443.223	2671.88	438.903
2671.98	443.213	2671.98	438.895
2672.08	443.211	2672.08	438.886
2672.18	443.204	2672.18	438.878
2672.28	443.192	2672.28	438.869
2672.38	443.192	2672.38	438.86
2672.48	443.184	2672.48	438.852
2672.58	443.176	2672.58	438.843
2672.68	443.163	2672.68	438.835
2672.78	443.163	2672.78	438.826
2672.88	443.153	2672.88	438.818
2672.98	443.145	2672.98	438.809
2673.08	443.133	2673.08	438.801
2673.18	443.133	2673.18	438.792
2673.28	443.131	2673.28	438.784
2673.38	443.114	2673.38	438.775
2673.48	443.112	2673.48	438.767
2673.58	443.104	2673.58	438.758
2673.68	443.096	2673.68	438.75
2673.78	443.083	2673.78	438.741
2673.88	443.083	2673.88	438.733
2673.98	443.073	2673.98	438.724
2674.08	443.065	2674.08	438.716
2674.18	443.053	2674.18	438.707
2674.28	443.042	2674.28	438.699
2674.38	443.034	2674.38	438.69
2674.48	443.032	2674.48	438.682
2674.58	443.022	2674.58	438.673
2674.68	443.023	2674.68	438.665
2674.78	443.006	2674.78	438.656
2674.88	443.004	2674.88	438.648
2674.98	442.993	2674.98	438.639
2675.08	442.993	2675.08	438.631
2675.18	442.975	2675.18	438.622
2675.28	442.973	2675.28	438.614
2675.38	442.963	2675.38	438.605
2675.48	442.961	2675.48	438.597
2675.58	442.944	2675.58	438.588
2675.68	442.942	2675.68	438.58
2675.78	442.932	2675.78	438.571
2675.88	442.924	2675.88	438.563
2675.98	442.912	2675.98	438.554
2676.08	442.913	2676.08	438.546
2676.18	442.895	2676.18	438.537
2676.28	442.893	2676.28	438.529
2676.38	442.883	2676.38	438.52
2676.48	442.883	2676.48	438.512
2676.58	442.864	2676.58	438.503
2676.68	442.862	2676.68	438.495
2676.78	442.852	2676.78	438.486
2676.88	442.844	2676.88	438.478
2676.98	442.833	2676.98	438.469
2677.08	442.834	2677.08	438.461
2677.18	442.823	2677.18	438.452
2677.28	442.815	2677.28	438.444
2677.38	442.803	2677.38	438.435
2677.48	442.803	2677.48	438.427
2677.58	442.793	2677.58	438.418
2677.68	442.784	2677.68	438.41
2677.78	442.782	2677.78	438.401
2677.88	442.772	2677.88	438.393
2677.98	442.772	2677.98	438.384
2678.08	442.764	2678.08	438.376
2678.18	442.754	2678.18	438.367
2678.28	442.754	2678.28	438.359
2678.38	442.745	2678.38	438.35
2678.48	442.733	2678.48	438.342
2678.58	442.733	2678.58	438.333
2678.68	442.723	2678.68	438.325
2678.78	442.715	2678.78	438.317
2678.88	442.713	2678.88	438.308
2678.98	442.702	2678.98	438.3
2679.08	442.702	2679.08	438.291
2679.18	442.684	2679.18	438.283
2679.28	442.682	2679.28	438.274
2679.38	442.684	2679.38	438.266
2679.48	442.665	2679.48	438.257
2679.58	442.663	2679.58	438.249
2679.68	442.653	2679.68	438.24
2679.78	442.653	2679.78	438.232
2679.88	442.635	2679.88	438.223
2679.98	442.633	2679.98	438.215
2680.08	442.633	2680.08	438.207
2680.18	442.614	2680.18	438.198
2680.28	442.612	2680.28	438.19
2680.38	442.602	2680.38	438.181
2680.48	442.604	2680.48	438.173
2680.58	442.586	2680.58	438.164
2680.68	442.583	2680.68	438.156
2680.78	442.573	2680.78	438.147
2680.88	442.565	2680.88	438.139
2680.98	442.553	2680.98	438.13
2681.08	442.553	2681.08	438.122
2681.18	442.553	2681.18	438.114
2681.28	442.534	2681.28	438.105
2681.38	442.532	2681.38	438.097
2681.48	442.522	2681.48	438.088
2681.58	442.523	2681.58	438.08
2681.68	442.506	2681.68	438.071
2681.78	442.504	2681.78	438.063
2681.88	442.502	2681.88	438.054
2681.98	442.493	2681.98	438.046
2682.08	442.493	2682.08	438.038
2682.18	442.475	2682.18	438.029
2682.28	442.473	2682.28	438.021
2682.38	442.461	2682.38	438.012
2682.48	442.461	2682.48	438.004
2682.58	442.444	2682.58	437.995
2682.68	442.442	2682.68	437.987
2682.78	442.443	2682.78	437.979
2682.88	442.434	2682.88	437.97
2682.98	442.424	2682.98	437.962
2683.08	442.413	2683.08	437.953
2683.18	442.413	2683.18	437.945
2683.28	442.403	2683.28	437.936
2683.38	442.395	2683.38	437.928
2683.48	442.393	2683.48	437.92
2683.58	442.381	2683.58	437.911
2683.68	442.374	2683.68	437.903
2683.78	442.362	2683.78	437.894
2683.88	442.363	2683.88	437.886
2683.98	442.346	2683.98	437.877
2684.08	442.344	2684.08	437.869
2684.18	442.342	2684.18	437.861
2684.28	442.333	2684.28	437.852
2684.38	442.333	2684.38	437.844
2684.48	442.315	2684.48	437.835
2684.58	442.313	2684.58	437.827
2684.68	442.301	2684.68	437.818
2684.78	442.301	2684.78	437.81
2684.88	442.293	2684.88	437.802
2684.98	442.283	2684.98	437.793
2685.08	442.284	2685.08	437.785
2685.18	442.266	2685.18	437.776
2685.28	442.264	2685.28	437.768
2685.38	442.252	2685.38	437.76
2685.48	442.245	2685.48	437.751
2685.58	442.233	2685.58	437.743
2685.68	442.233	2685.68	437.734
2685.78	442.233	2685.78	437.726
2685.88	442.213	2685.88	437.718
2685.98	442.211	2685.98	437.709
2686.08	442.202	2686.08	437.701
2686.18	442.194	2686.18	437.692
2686.28	442.184	2686.28	437.684
2686.38	442.184	2686.38	437.676
2686.48	442.174	2686.48	437.667
2686.58	442.163	2686.58	437.659
2686.68	442.163	2686.68	437.65
2686.78	442.153	2686.78	437.642
2686.88	442.145	2686.88	437.634
2686.98	442.133	2686.98	437.625
2687.08	442.131	2687.08	437.617
2687.18	442.131	2687.18	437.608
2687.28	442.114	2687.28	437.6
2687.38	442.104	2687.38	437.592
2687.48	442.104	2687.48	437.583
2687.58	442.104	2687.58	437.575
2687.68	442.084	2687.68	437.566
2687.78	442.083	2687.78	437.558
2687.88	442.073	2687.88	437.55
2687.98	442.073	2687.98	437.541
2688.08	442.055	2688.08	437.533
2688.18	442.051	2688.18	437.524
2688.28	442.051	2688.28	437.516
2688.38	442.034	2688.38	437.508
2688.48	442.033	2688.48	437.499
2688.58	442.024	2688.58	437.491
2688.68	442.024	2688.68	437.483
2688.78	442.016	2688.78	437.474
2688.88	442.002	2688.88	437.466
2688.98	442.002	2688.98	437.457
2689.08	441.985	2689.08	437.449
2689.18	441.983	2689.18	437.441
2689.28	441.973	2689.28	437.432
2689.38	441.971	2689.38	437.424
2689.48	441.963	2689.48	437.416
2689.58	441.952	2689.58	437.407
2689.68	441.953	2689.68	437.399
2689.78	441.936	2689.78	437.39
2689.88	441.934	2689.88	437.382
2689.98	441.932	2689.98	437.374
2690.08	441.915	2690.08	437.365
2690.18	441.913	2690.18	437.357
2690.28	441.903	2690.28	437.349
2690.38	441.903	2690.38	437.34
2690.48	441.903	2690.48	437.332
2690.58	441.883	2690.58	437.324
2690.68	441.881	2690.68	437.315
2690.78	441.873	2690.78	437.307
2690.88	441.866	2690.88	437.298
2690.98	441.864	2690.98	437.29
2691.08	441.854	2691.08	437.282
2691.18	441.852	2691.18	437.273
2691.28	441.834	2691.28	437.265
2691.38	441.833	2691.38	437.257
2691.48	441.823	2691.48	437.248
2691.58	441.823	2691.58	437.24
2691.68	441.803	2691.68	437.232
2691.78	441.801	2691.78	437.223
2691.88	441.803	2691.88	437.215
