Cycle: 7  C15D171A_X	Cycle: 7  C15D171A_Y	Fitted Cycle: 7  C15D171A_X	Fitted Cycle: 7  C15D171A_Y
2790.54	264.497	2790.54	261.4
2790.64	264.497	2790.64	261.397
2790.74	264.491	2790.74	261.394
2790.84	264.488	2790.84	261.391
2790.94	264.488	2790.94	261.388
2791.04	264.478	2791.04	261.385
2791.14	264.478	2791.14	261.382
2791.24	264.468	2791.24	261.379
2791.34	264.468	2791.34	261.376
2791.44	264.456	2791.44	261.373
2791.54	264.456	2791.54	261.37
2791.64	264.45	2791.64	261.367
2791.74	264.456	2791.74	261.364
2791.84	264.447	2791.84	261.361
2791.94	264.447	2791.94	261.358
2792.04	264.437	2792.04	261.356
2792.14	264.437	2792.14	261.353
2792.24	264.427	2792.24	261.35
2792.34	264.417	2792.34	261.347
2792.44	264.417	2792.44	261.344
2792.54	264.411	2792.54	261.341
2792.64	264.417	2792.64	261.338
2792.74	264.407	2792.74	261.335
2792.84	264.407	2792.84	261.332
2792.94	264.396	2792.94	261.329
2793.04	264.386	2793.04	261.326
2793.14	264.386	2793.14	261.323
2793.24	264.376	2793.24	261.32
2793.34	264.376	2793.34	261.317
2793.44	264.366	2793.44	261.314
2793.54	264.366	2793.54	261.311
2793.64	264.361	2793.64	261.309
2793.74	264.368	2793.74	261.306
2793.84	264.359	2793.84	261.303
2793.94	264.359	2793.94	261.3
2794.04	264.349	2794.04	261.297
2794.14	264.349	2794.14	261.294
2794.24	264.339	2794.24	261.291
2794.34	264.331	2794.34	261.288
2794.44	264.337	2794.44	261.285
2794.54	264.327	2794.54	261.282
2794.64	264.327	2794.64	261.279
2794.74	264.318	2794.74	261.276
2794.84	264.318	2794.84	261.273
2794.94	264.308	2794.94	261.27
2795.04	264.308	2795.04	261.267
2795.14	264.298	2795.14	261.265
2795.24	264.288	2795.24	261.262
2795.34	264.292	2795.34	261.259
2795.44	264.288	2795.44	261.256
2795.54	264.288	2795.54	261.253
2795.64	264.279	2795.64	261.25
2795.74	264.279	2795.74	261.247
2795.84	264.269	2795.84	261.244
2795.94	264.269	2795.94	261.241
2796.04	264.257	2796.04	261.238
2796.14	264.257	2796.14	261.235
2796.24	264.247	2796.24	261.232
2796.34	264.247	2796.34	261.229
2796.44	264.238	2796.44	261.227
2796.54	264.238	2796.54	261.224
2796.64	264.228	2796.64	261.221
2796.74	264.232	2796.74	261.218
2796.84	264.228	2796.84	261.215
2796.94	264.228	2796.94	261.212
2797.04	264.218	2797.04	261.209
2797.14	264.218	2797.14	261.206
2797.24	264.208	2797.24	261.203
2797.34	264.208	2797.34	261.2
2797.44	264.198	2797.44	261.197
2797.54	264.198	2797.54	261.195
2797.64	264.187	2797.64	261.192
2797.74	264.187	2797.74	261.189
2797.84	264.177	2797.84	261.186
2797.94	264.177	2797.94	261.183
2798.04	264.167	2798.04	261.18
2798.14	264.167	2798.14	261.177
2798.24	264.157	2798.24	261.174
2798.34	264.157	2798.34	261.171
2798.44	264.148	2798.44	261.168
2798.54	264.148	2798.54	261.165
2798.64	264.138	2798.64	261.162
2798.74	264.142	2798.74	261.16
2798.84	264.138	2798.84	261.157
2798.94	264.138	2798.94	261.154
2799.04	264.128	2799.04	261.151
2799.14	264.128	2799.14	261.148
2799.24	264.116	2799.24	261.145
2799.34	264.116	2799.34	261.142
2799.44	264.107	2799.44	261.139
2799.54	264.107	2799.54	261.136
2799.64	264.107	2799.64	261.133
2799.74	264.097	2799.74	261.131
2799.84	264.097	2799.84	261.128
2799.94	264.087	2799.94	261.125
2800.04	264.077	2800.04	261.122
2800.14	264.077	2800.14	261.119
2800.24	264.072	2800.24	261.116
2800.34	264.077	2800.34	261.113
2800.44	264.068	2800.44	261.11
2800.54	264.068	2800.54	261.107
2800.64	264.058	2800.64	261.104
2800.74	264.058	2800.74	261.102
2800.84	264.048	2800.84	261.099
2800.94	264.048	2800.94	261.096
2801.04	264.036	2801.04	261.093
2801.14	264.036	2801.14	261.09
2801.24	264.031	2801.24	261.087
2801.34	264.036	2801.34	261.084
2801.44	264.027	2801.44	261.081
2801.54	264.027	2801.54	261.078
2801.64	264.017	2801.64	261.076
2801.74	264.017	2801.74	261.073
2801.84	264.007	2801.84	261.07
2801.94	264.007	2801.94	261.067
2802.04	263.997	2802.04	261.064
2802.14	263.988	2802.14	261.061
2802.24	263.991	2802.24	261.058
2802.34	263.997	2802.34	261.055
2802.44	263.988	2802.44	261.052
2802.54	263.988	2802.54	261.05
2802.64	263.976	2802.64	261.047
2802.74	263.976	2802.74	261.044
2802.84	263.966	2802.84	261.041
2802.94	263.966	2802.94	261.038
2803.04	263.956	2803.04	261.035
2803.14	263.956	2803.14	261.032
2803.24	263.947	2803.24	261.029
2803.34	263.947	2803.34	261.026
2803.44	263.951	2803.44	261.024
2803.54	263.948	2803.54	261.021
2803.64	263.948	2803.64	261.018
2803.74	263.939	2803.74	261.015
2803.84	263.929	2803.84	261.012
2803.94	263.929	2803.94	261.009
2804.04	263.919	2804.04	261.006
2804.14	263.919	2804.14	261.003
2804.24	263.919	2804.24	261.001
2804.34	263.907	2804.34	260.998
2804.44	263.907	2804.44	260.995
2804.54	263.898	2804.54	260.992
2804.64	263.902	2804.64	260.989
2804.74	263.898	2804.74	260.986
2804.84	263.898	2804.84	260.983
2804.94	263.888	2804.94	260.98
2805.04	263.888	2805.04	260.978
2805.14	263.878	2805.14	260.975
2805.24	263.878	2805.24	260.972
2805.34	263.868	2805.34	260.969
2805.44	263.868	2805.44	260.966
2805.54	263.859	2805.54	260.963
2805.64	263.859	2805.64	260.96
2805.74	263.853	2805.74	260.958
2805.84	263.859	2805.84	260.955
2805.94	263.849	2805.94	260.952
2806.04	263.849	2806.04	260.949
2806.14	263.849	2806.14	260.946
2806.24	263.837	2806.24	260.943
2806.34	263.837	2806.34	260.94
2806.44	263.827	2806.44	260.937
2806.54	263.827	2806.54	260.935
2806.64	263.818	2806.64	260.932
2806.74	263.818	2806.74	260.929
2806.84	263.808	2806.84	260.926
2806.94	263.808	2806.94	260.923
2807.04	263.798	2807.04	260.92
2807.14	263.802	2807.14	260.917
2807.24	263.798	2807.24	260.915
2807.34	263.798	2807.34	260.912
2807.44	263.788	2807.44	260.909
2807.54	263.788	2807.54	260.906
2807.64	263.779	2807.64	260.903
2807.74	263.779	2807.74	260.9
2807.84	263.767	2807.84	260.897
2807.94	263.767	2807.94	260.895
2808.04	263.757	2808.04	260.892
2808.14	263.757	2808.14	260.889
2808.24	263.747	2808.24	260.886
2808.34	263.747	2808.34	260.883
2808.44	263.747	2808.44	260.88
2808.54	263.741	2808.54	260.877
2808.64	263.747	2808.64	260.875
2808.74	263.738	2808.74	260.872
2808.84	263.728	2808.84	260.869
2808.94	263.728	2808.94	260.866
2809.04	263.718	2809.04	260.863
2809.14	263.718	2809.14	260.86
2809.24	263.708	2809.24	260.857
2809.34	263.708	2809.34	260.855
2809.44	263.697	2809.44	260.852
2809.54	263.7	2809.54	260.849
2809.64	263.706	2809.64	260.846
2809.74	263.697	2809.74	260.843
2809.84	263.697	2809.84	260.84
2809.94	263.687	2809.94	260.838
2810.04	263.687	2810.04	260.835
2810.14	263.677	2810.14	260.832
2810.24	263.677	2810.24	260.829
2810.34	263.667	2810.34	260.826
2810.44	263.671	2810.44	260.823
2810.54	263.667	2810.54	260.82
2810.64	263.667	2810.64	260.818
2810.74	263.657	2810.74	260.815
2810.84	263.657	2810.84	260.812
2810.94	263.648	2810.94	260.809
2811.04	263.638	2811.04	260.806
2811.14	263.638	2811.14	260.803
2811.24	263.626	2811.24	260.801
2811.34	263.626	2811.34	260.798
2811.44	263.616	2811.44	260.795
2811.54	263.616	2811.54	260.792
2811.64	263.607	2811.64	260.789
2811.74	263.607	2811.74	260.786
2811.84	263.597	2811.84	260.784
2811.94	263.597	2811.94	260.781
2812.04	263.587	2812.04	260.778
2812.14	263.587	2812.14	260.775
2812.24	263.581	2812.24	260.772
2812.34	263.587	2812.34	260.769
2812.44	263.577	2812.44	260.767
2812.54	263.577	2812.54	260.764
2812.64	263.568	2812.64	260.761
2812.74	263.568	2812.74	260.758
2812.84	263.556	2812.84	260.755
2812.94	263.556	2812.94	260.752
2813.04	263.546	2813.04	260.75
2813.14	263.546	2813.14	260.747
2813.24	263.536	2813.24	260.744
2813.34	263.536	2813.34	260.741
2813.44	263.527	2813.44	260.738
2813.54	263.527	2813.54	260.735
2813.64	263.517	2813.64	260.733
2813.74	263.517	2813.74	260.73
2813.84	263.507	2813.84	260.727
2813.94	263.497	2813.94	260.724
2814.04	263.501	2814.04	260.721
2814.14	263.497	2814.14	260.719
2814.24	263.497	2814.24	260.716
2814.34	263.486	2814.34	260.713
2814.44	263.486	2814.44	260.71
2814.54	263.476	2814.54	260.707
2814.64	263.476	2814.64	260.704
2814.74	263.466	2814.74	260.702
2814.84	263.466	2814.84	260.699
2814.94	263.456	2814.94	260.696
2815.04	263.456	2815.04	260.693
2815.14	263.447	2815.14	260.69
2815.24	263.447	2815.24	260.688
2815.34	263.437	2815.34	260.685
2815.44	263.437	2815.44	260.682
2815.54	263.427	2815.54	260.679
2815.64	263.432	2815.64	260.676
2815.74	263.429	2815.74	260.673
2815.84	263.429	2815.84	260.671
2815.94	263.419	2815.94	260.668
2816.04	263.419	2816.04	260.665
2816.14	263.407	2816.14	260.662
2816.24	263.407	2816.24	260.659
2816.34	263.398	2816.34	260.657
2816.44	263.398	2816.44	260.654
2816.54	263.388	2816.54	260.651
2816.64	263.388	2816.64	260.648
2816.74	263.378	2816.74	260.645
2816.84	263.378	2816.84	260.643
2816.94	263.368	2816.94	260.64
2817.04	263.368	2817.04	260.637
2817.14	263.359	2817.14	260.634
2817.24	263.359	2817.24	260.631
2817.34	263.353	2817.34	260.628
2817.44	263.359	2817.44	260.626
2817.54	263.349	2817.54	260.623
2817.64	263.349	2817.64	260.62
2817.74	263.337	2817.74	260.617
2817.84	263.337	2817.84	260.614
2817.94	263.327	2817.94	260.612
2818.04	263.318	2818.04	260.609
2818.14	263.318	2818.14	260.606
2818.24	263.308	2818.24	260.603
2818.34	263.308	2818.34	260.6
2818.44	263.298	2818.44	260.598
2818.54	263.298	2818.54	260.595
2818.64	263.292	2818.64	260.592
2818.74	263.298	2818.74	260.589
2818.84	263.288	2818.84	260.586
2818.94	263.288	2818.94	260.584
2819.04	263.279	2819.04	260.581
2819.14	263.279	2819.14	260.578
2819.24	263.267	2819.24	260.575
2819.34	263.267	2819.34	260.573
2819.44	263.257	2819.44	260.57
2819.54	263.257	2819.54	260.567
2819.64	263.247	2819.64	260.564
2819.74	263.251	2819.74	260.561
2819.84	263.247	2819.84	260.559
2819.94	263.247	2819.94	260.556
2820.04	263.238	2820.04	260.553
2820.14	263.228	2820.14	260.55
2820.24	263.228	2820.24	260.547
2820.34	263.228	2820.34	260.545
2820.44	263.218	2820.44	260.542
2820.54	263.212	2820.54	260.539
2820.64	263.218	2820.64	260.536
2820.74	263.208	2820.74	260.533
2820.84	263.208	2820.84	260.531
2820.94	263.197	2820.94	260.528
2821.04	263.197	2821.04	260.525
2821.14	263.187	2821.14	260.522
2821.24	263.187	2821.24	260.52
2821.34	263.177	2821.34	260.517
2821.44	263.177	2821.44	260.514
2821.54	263.167	2821.54	260.511
2821.64	263.167	2821.64	260.508
2821.74	263.157	2821.74	260.506
2821.84	263.157	2821.84	260.503
2821.94	263.148	2821.94	260.5
2822.04	263.152	2822.04	260.497
2822.14	263.148	2822.14	260.494
2822.24	263.138	2822.24	260.492
2822.34	263.138	2822.34	260.489
2822.44	263.138	2822.44	260.486
2822.54	263.126	2822.54	260.483
2822.64	263.126	2822.64	260.481
2822.74	263.116	2822.74	260.478
2822.84	263.12	2822.84	260.475
2822.94	263.116	2822.94	260.472
2823.04	263.116	2823.04	260.469
2823.14	263.107	2823.14	260.467
2823.24	263.107	2823.24	260.464
2823.34	263.097	2823.34	260.461
2823.44	263.097	2823.44	260.458
2823.54	263.087	2823.54	260.456
2823.64	263.091	2823.64	260.453
2823.74	263.087	2823.74	260.45
2823.84	263.087	2823.84	260.447
2823.94	263.077	2823.94	260.445
2824.04	263.077	2824.04	260.442
2824.14	263.066	2824.14	260.439
2824.24	263.066	2824.24	260.436
2824.34	263.056	2824.34	260.433
2824.44	263.061	2824.44	260.431
2824.54	263.058	2824.54	260.428
2824.64	263.058	2824.64	260.425
2824.74	263.048	2824.74	260.422
2824.84	263.048	2824.84	260.42
2824.94	263.038	2824.94	260.417
2825.04	263.038	2825.04	260.414
2825.14	263.032	2825.14	260.411
2825.24	263.038	2825.24	260.409
2825.34	263.029	2825.34	260.406
2825.44	263.019	2825.44	260.403
2825.54	263.019	2825.54	260.4
2825.64	263.009	2825.64	260.398
2825.74	263.009	2825.74	260.395
2825.84	262.997	2825.84	260.392
2825.94	262.997	2825.94	260.389
2826.04	262.988	2826.04	260.387
2826.14	262.988	2826.14	260.384
2826.24	262.982	2826.24	260.381
2826.34	262.988	2826.34	260.378
2826.44	262.978	2826.44	260.375
2826.54	262.968	2826.54	260.373
2826.64	262.968	2826.64	260.37
2826.74	262.958	2826.74	260.367
2826.84	262.958	2826.84	260.364
2826.94	262.948	2826.94	260.362
2827.04	262.952	2827.04	260.359
2827.14	262.948	2827.14	260.356
2827.24	262.948	2827.24	260.353
2827.34	262.937	2827.34	260.351
2827.44	262.937	2827.44	260.348
2827.54	262.927	2827.54	260.345
2827.64	262.927	2827.64	260.342
2827.74	262.917	2827.74	260.34
2827.84	262.921	2827.84	260.337
2827.94	262.917	2827.94	260.334
2828.04	262.917	2828.04	260.331
2828.14	262.907	2828.14	260.329
2828.24	262.898	2828.24	260.326
2828.34	262.898	2828.34	260.323
2828.44	262.888	2828.44	260.32
2828.54	262.888	2828.54	260.318
2828.64	262.882	2828.64	260.315
2828.74	262.888	2828.74	260.312
2828.84	262.876	2828.84	260.309
2828.94	262.876	2828.94	260.307
2829.04	262.866	2829.04	260.304
2829.14	262.866	2829.14	260.301
2829.24	262.857	2829.24	260.299
2829.34	262.857	2829.34	260.296
2829.44	262.847	2829.44	260.293
2829.54	262.847	2829.54	260.29
2829.64	262.841	2829.64	260.288
2829.74	262.847	2829.74	260.285
2829.84	262.837	2829.84	260.282
2829.94	262.837	2829.94	260.279
2830.04	262.827	2830.04	260.277
2830.14	262.827	2830.14	260.274
2830.24	262.818	2830.24	260.271
2830.34	262.818	2830.34	260.268
2830.44	262.808	2830.44	260.266
2830.54	262.812	2830.54	260.263
2830.64	262.806	2830.64	260.26
2830.74	262.806	2830.74	260.257
2830.84	262.796	2830.84	260.255
2830.94	262.796	2830.94	260.252
2831.04	262.786	2831.04	260.249
2831.14	262.786	2831.14	260.247
2831.24	262.777	2831.24	260.244
2831.34	262.777	2831.34	260.241
2831.44	262.767	2831.44	260.238
2831.54	262.767	2831.54	260.236
2831.64	262.757	2831.64	260.233
2831.74	262.757	2831.74	260.23
2831.84	262.752	2831.84	260.227
2831.94	262.759	2831.94	260.225
2832.04	262.749	2832.04	260.222
2832.14	262.749	2832.14	260.219
2832.24	262.738	2832.24	260.217
2832.34	262.738	2832.34	260.214
2832.44	262.728	2832.44	260.211
2832.54	262.728	2832.54	260.208
2832.64	262.718	2832.64	260.206
2832.74	262.718	2832.74	260.203
2832.84	262.718	2832.84	260.2
2832.94	262.708	2832.94	260.197
2833.04	262.708	2833.04	260.195
2833.14	262.698	2833.14	260.192
2833.24	262.698	2833.24	260.189
2833.34	262.689	2833.34	260.187
2833.44	262.689	2833.44	260.184
2833.54	262.683	2833.54	260.181
2833.64	262.689	2833.64	260.178
2833.74	262.679	2833.74	260.176
2833.84	262.679	2833.84	260.173
2833.94	262.667	2833.94	260.17
2834.04	262.667	2834.04	260.168
2834.14	262.667	2834.14	260.165
2834.24	262.657	2834.24	260.162
2834.34	262.657	2834.34	260.159
2834.44	262.648	2834.44	260.157
2834.54	262.638	2834.54	260.154
2834.64	262.638	2834.64	260.151
2834.74	262.628	2834.74	260.149
2834.84	262.628	2834.84	260.146
2834.94	262.618	2834.94	260.143
2835.04	262.618	2835.04	260.14
2835.14	262.609	2835.14	260.138
2835.24	262.609	2835.24	260.135
2835.34	262.603	2835.34	260.132
2835.44	262.609	2835.44	260.13
2835.54	262.599	2835.54	260.127
2835.64	262.599	2835.64	260.124
2835.74	262.587	2835.74	260.121
2835.84	262.587	2835.84	260.119
2835.94	262.577	2835.94	260.116
2836.04	262.577	2836.04	260.113
2836.14	262.568	2836.14	260.111
2836.24	262.568	2836.24	260.108
2836.34	262.558	2836.34	260.105
2836.44	262.558	2836.44	260.103
2836.54	262.548	2836.54	260.1
2836.64	262.548	2836.64	260.097
2836.74	262.548	2836.74	260.094
2836.84	262.538	2836.84	260.092
2836.94	262.538	2836.94	260.089
2837.04	262.529	2837.04	260.086
2837.14	262.529	2837.14	260.084
2837.24	262.519	2837.24	260.081
2837.34	262.519	2837.34	260.078
2837.44	262.519	2837.44	260.076
2837.54	262.507	2837.54	260.073
2837.64	262.507	2837.64	260.07
2837.74	262.497	2837.74	260.067
2837.84	262.497	2837.84	260.065
2837.94	262.491	2837.94	260.062
2838.04	262.497	2838.04	260.059
2838.14	262.488	2838.14	260.057
2838.24	262.488	2838.24	260.054
2838.34	262.478	2838.34	260.051
2838.44	262.478	2838.44	260.049
2838.54	262.468	2838.54	260.046
2838.64	262.468	2838.64	260.043
2838.74	262.468	2838.74	260.041
2838.84	262.458	2838.84	260.038
2838.94	262.448	2838.94	260.035
2839.04	262.448	2839.04	260.032
2839.14	262.437	2839.14	260.03
2839.24	262.437	2839.24	260.027
2839.34	262.437	2839.34	260.024
2839.44	262.427	2839.44	260.022
2839.54	262.427	2839.54	260.019
2839.64	262.421	2839.64	260.016
2839.74	262.423	2839.74	260.014
2839.84	262.417	2839.84	260.011
2839.94	262.411	2839.94	260.008
2840.04	262.417	2840.04	260.006
2840.14	262.407	2840.14	260.003
2840.24	262.407	2840.24	260
2840.34	262.398	2840.34	259.998
2840.44	262.398	2840.44	259.995
2840.54	262.388	2840.54	259.992
2840.64	262.388	2840.64	259.99
2840.74	262.378	2840.74	259.987
2840.84	262.378	2840.84	259.984
2840.94	262.368	2840.94	259.982
2841.04	262.368	2841.04	259.979
2841.14	262.368	2841.14	259.976
2841.24	262.357	2841.24	259.973
2841.34	262.357	2841.34	259.971
2841.44	262.347	2841.44	259.968
2841.54	262.337	2841.54	259.965
2841.64	262.337	2841.64	259.963
2841.74	262.327	2841.74	259.96
2841.84	262.327	2841.84	259.957
2841.94	262.327	2841.94	259.955
2842.04	262.318	2842.04	259.952
2842.14	262.318	2842.14	259.949
2842.24	262.308	2842.24	259.947
2842.34	262.308	2842.34	259.944
2842.44	262.298	2842.44	259.941
2842.54	262.302	2842.54	259.939
2842.64	262.298	2842.64	259.936
2842.74	262.298	2842.74	259.933
2842.84	262.286	2842.84	259.931
2842.94	262.286	2842.94	259.928
2843.04	262.277	2843.04	259.925
2843.14	262.277	2843.14	259.923
2843.24	262.267	2843.24	259.92
2843.34	262.267	2843.34	259.917
2843.44	262.267	2843.44	259.915
2843.54	262.257	2843.54	259.912
2843.64	262.247	2843.64	259.909
2843.74	262.247	2843.74	259.907
2843.84	262.247	2843.84	259.904
2843.94	262.238	2843.94	259.901
2844.04	262.238	2844.04	259.899
2844.14	262.228	2844.14	259.896
2844.24	262.222	2844.24	259.893
2844.34	262.228	2844.34	259.891
2844.44	262.216	2844.44	259.888
2844.54	262.216	2844.54	259.885
2844.64	262.216	2844.64	259.883
2844.74	262.206	2844.74	259.88
2844.84	262.197	2844.84	259.877
2844.94	262.197	2844.94	259.875
2845.04	262.187	2845.04	259.872
2845.14	262.187	2845.14	259.869
2845.24	262.177	2845.24	259.867
2845.34	262.177	2845.34	259.864
2845.44	262.167	2845.44	259.862
2845.54	262.171	2845.54	259.859
2845.64	262.167	2845.64	259.856
2845.74	262.167	2845.74	259.854
2845.84	262.157	2845.84	259.851
2845.94	262.157	2845.94	259.848
2846.04	262.148	2846.04	259.846
2846.14	262.148	2846.14	259.843
2846.24	262.136	2846.24	259.84
2846.34	262.136	2846.34	259.838
2846.44	262.126	2846.44	259.835
2846.54	262.126	2846.54	259.832
2846.64	262.116	2846.64	259.83
2846.74	262.12	2846.74	259.827
2846.84	262.116	2846.84	259.824
2846.94	262.116	2846.94	259.822
2847.04	262.107	2847.04	259.819
2847.14	262.107	2847.14	259.816
2847.24	262.097	2847.24	259.814
2847.34	262.097	2847.34	259.811
2847.44	262.097	2847.44	259.809
2847.54	262.087	2847.54	259.806
2847.64	262.087	2847.64	259.803
2847.74	262.077	2847.74	259.801
2847.84	262.077	2847.84	259.798
2847.94	262.066	2847.94	259.795
2848.04	262.066	2848.04	259.793
2848.14	262.056	2848.14	259.79
2848.24	262.056	2848.24	259.787
2848.34	262.046	2848.34	259.785
2848.44	262.051	2848.44	259.782
2848.54	262.048	2848.54	259.779
2848.64	262.048	2848.64	259.777
2848.74	262.038	2848.74	259.774
2848.84	262.038	2848.84	259.772
2848.94	262.029	2848.94	259.769
2849.04	262.029	2849.04	259.766
2849.14	262.019	2849.14	259.764
2849.24	262.009	2849.24	259.761
2849.34	262.009	2849.34	259.758
2849.44	261.997	2849.44	259.756
2849.54	262.001	2849.54	259.753
2849.64	261.997	2849.64	259.75
2849.74	261.997	2849.74	259.748
2849.84	261.997	2849.84	259.745
2849.94	261.988	2849.94	259.743
2850.04	261.988	2850.04	259.74
2850.14	261.978	2850.14	259.737
2850.24	261.978	2850.24	259.735
2850.34	261.968	2850.34	259.732
2850.44	261.968	2850.44	259.729
2850.54	261.958	2850.54	259.727
2850.64	261.958	2850.64	259.724
2850.74	261.948	2850.74	259.722
2850.84	261.948	2850.84	259.719
2850.94	261.939	2850.94	259.716
2851.04	261.943	2851.04	259.714
2851.14	261.939	2851.14	259.711
2851.24	261.939	2851.24	259.708
2851.34	261.927	2851.34	259.706
2851.44	261.927	2851.44	259.703
2851.54	261.917	2851.54	259.701
2851.64	261.917	2851.64	259.698
2851.74	261.907	2851.74	259.695
2851.84	261.907	2851.84	259.693
2851.94	261.898	2851.94	259.69
2852.04	261.898	2852.04	259.687
2852.14	261.888	2852.14	259.685
2852.24	261.892	2852.24	259.682
2852.34	261.888	2852.34	259.68
2852.44	261.888	2852.44	259.677
2852.54	261.878	2852.54	259.674
2852.64	261.878	2852.64	259.672
2852.74	261.868	2852.74	259.669
2852.84	261.868	2852.84	259.667
2852.94	261.861	2852.94	259.664
2853.04	261.866	2853.04	259.661
2853.14	261.857	2853.14	259.659
2853.24	261.857	2853.24	259.656
2853.34	261.847	2853.34	259.653
2853.44	261.847	2853.44	259.651
2853.54	261.837	2853.54	259.648
2853.64	261.837	2853.64	259.646
2853.74	261.827	2853.74	259.643
2853.84	261.827	2853.84	259.64
2853.94	261.818	2853.94	259.638
2854.04	261.822	2854.04	259.635
2854.14	261.818	2854.14	259.633
2854.24	261.818	2854.24	259.63
2854.34	261.808	2854.34	259.627
2854.44	261.808	2854.44	259.625
2854.54	261.796	2854.54	259.622
2854.64	261.796	2854.64	259.62
2854.74	261.796	2854.74	259.617
2854.84	261.786	2854.84	259.614
2854.94	261.786	2854.94	259.612
2855.04	261.777	2855.04	259.609
2855.14	261.781	2855.14	259.607
2855.24	261.777	2855.24	259.604
2855.34	261.767	2855.34	259.601
2855.44	261.767	2855.44	259.599
2855.54	261.757	2855.54	259.596
2855.64	261.757	2855.64	259.594
2855.74	261.747	2855.74	259.591
2855.84	261.747	2855.84	259.588
2855.94	261.738	2855.94	259.586
2856.04	261.738	2856.04	259.583
2856.14	261.732	2856.14	259.581
2856.24	261.734	2856.24	259.578
2856.34	261.732	2856.34	259.575
2856.44	261.726	2856.44	259.573
2856.54	261.726	2856.54	259.57
2856.64	261.716	2856.64	259.568
2856.74	261.706	2856.74	259.565
2856.84	261.706	2856.84	259.562
2856.94	261.697	2856.94	259.56
2857.04	261.697	2857.04	259.557
2857.14	261.687	2857.14	259.555
2857.24	261.687	2857.24	259.552
2857.34	261.682	2857.34	259.549
2857.44	261.689	2857.44	259.547
2857.54	261.679	2857.54	259.544
2857.64	261.679	2857.64	259.542
2857.74	261.669	2857.74	259.539
2857.84	261.669	2857.84	259.536
2857.94	261.657	2857.94	259.534
2858.04	261.657	2858.04	259.531
2858.14	261.648	2858.14	259.529
2858.24	261.648	2858.24	259.526
2858.34	261.638	2858.34	259.523
2858.44	261.638	2858.44	259.521
2858.54	261.628	2858.54	259.518
2858.64	261.632	2858.64	259.516
2858.74	261.628	2858.74	259.513
2858.84	261.628	2858.84	259.511
2858.94	261.618	2858.94	259.508
2859.04	261.618	2859.04	259.505
2859.14	261.609	2859.14	259.503
2859.24	261.609	2859.24	259.5
2859.34	261.599	2859.34	259.498
2859.44	261.599	2859.44	259.495
2859.54	261.587	2859.54	259.492
2859.64	261.587	2859.64	259.49
2859.74	261.587	2859.74	259.487
2859.84	261.577	2859.84	259.485
2859.94	261.581	2859.94	259.482
2860.04	261.577	2860.04	259.48
2860.14	261.568	2860.14	259.477
2860.24	261.568	2860.24	259.474
2860.34	261.568	2860.34	259.472
2860.44	261.558	2860.44	259.469
2860.54	261.558	2860.54	259.467
2860.64	261.548	2860.64	259.464
2860.74	261.538	2860.74	259.462
2860.84	261.542	2860.84	259.459
2860.94	261.538	2860.94	259.456
2861.04	261.538	2861.04	259.454
2861.14	261.529	2861.14	259.451
2861.24	261.529	2861.24	259.449
2861.34	261.529	2861.34	259.446
2861.44	261.517	2861.44	259.444
2861.54	261.517	2861.54	259.441
2861.64	261.507	2861.64	259.438
2861.74	261.497	2861.74	259.436
2861.84	261.497	2861.84	259.433
2861.94	261.488	2861.94	259.431
2862.04	261.488	2862.04	259.428
2862.14	261.478	2862.14	259.426
2862.24	261.482	2862.24	259.423
2862.34	261.478	2862.34	259.42
2862.44	261.468	2862.44	259.418
2862.54	261.468	2862.54	259.415
2862.64	261.458	2862.64	259.413
2862.74	261.458	2862.74	259.41
2862.84	261.458	2862.84	259.408
2862.94	261.447	2862.94	259.405
2863.04	261.447	2863.04	259.403
2863.14	261.437	2863.14	259.4
2863.24	261.427	2863.24	259.397
2863.34	261.431	2863.34	259.395
2863.44	261.427	2863.44	259.392
2863.54	261.427	2863.54	259.39
2863.64	261.417	2863.64	259.387
2863.74	261.417	2863.74	259.385
2863.84	261.407	2863.84	259.382
2863.94	261.407	2863.94	259.379
2864.04	261.398	2864.04	259.377
2864.14	261.398	2864.14	259.374
2864.24	261.388	2864.24	259.372
2864.34	261.388	2864.34	259.369
2864.44	261.376	2864.44	259.367
2864.54	261.376	2864.54	259.364
2864.64	261.366	2864.64	259.362
2864.74	261.366	2864.74	259.359
2864.84	261.361	2864.84	259.356
2864.94	261.366	2864.94	259.354
2865.04	261.357	2865.04	259.351
2865.14	261.357	2865.14	259.349
2865.24	261.347	2865.24	259.346
2865.34	261.347	2865.34	259.344
2865.44	261.337	2865.44	259.341
2865.54	261.337	2865.54	259.339
2865.64	261.327	2865.64	259.336
2865.74	261.327	2865.74	259.334
2865.84	261.318	2865.84	259.331
2865.94	261.318	2865.94	259.328
2866.04	261.308	2866.04	259.326
2866.14	261.312	2866.14	259.323
2866.24	261.306	2866.24	259.321
2866.34	261.306	2866.34	259.318
2866.44	261.296	2866.44	259.316
2866.54	261.296	2866.54	259.313
2866.64	261.286	2866.64	259.311
2866.74	261.286	2866.74	259.308
2866.84	261.277	2866.84	259.306
2866.94	261.277	2866.94	259.303
2867.04	261.267	2867.04	259.3
2867.14	261.267	2867.14	259.298
2867.24	261.262	2867.24	259.295
2867.34	261.269	2867.34	259.293
2867.44	261.259	2867.44	259.29
2867.54	261.259	2867.54	259.288
2867.64	261.249	2867.64	259.285
2867.74	261.249	2867.74	259.283
