Cycle: 8  C15N146A_X	Cycle: 8  C15N146A_Y	Fitted Cycle: 8  C15N146A_X	Fitted Cycle: 8  C15N146A_Y
3014.74	-26.7156	3014.74	-23.8733
3014.84	-26.7097	3014.84	-23.8743
3014.94	-26.7097	3014.94	-23.8753
3015.04	-26.7195	3015.04	-23.8764
3015.14	-26.7195	3015.14	-23.8774
3015.24	-26.7195	3015.24	-23.8785
3015.34	-26.7292	3015.34	-23.8795
3015.44	-26.7292	3015.44	-23.8805
3015.54	-26.7292	3015.54	-23.8816
3015.64	-26.739	3015.64	-23.8826
3015.74	-26.739	3015.74	-23.8836
3015.84	-26.739	3015.84	-23.8847
3015.94	-26.7507	3015.94	-23.8857
3016.04	-26.7507	3016.04	-23.8867
3016.14	-26.7507	3016.14	-23.8878
3016.24	-26.7507	3016.24	-23.8888
3016.34	-26.7605	3016.34	-23.8898
3016.44	-26.7605	3016.44	-23.8909
3016.54	-26.7559	3016.54	-23.8919
3016.64	-26.7488	3016.64	-23.8929
3016.74	-26.7585	3016.74	-23.894
3016.84	-26.7585	3016.84	-23.895
3016.94	-26.7585	3016.94	-23.896
3017.04	-26.7585	3017.04	-23.8971
3017.14	-26.7683	3017.14	-23.8981
3017.24	-26.7683	3017.24	-23.8991
3017.34	-26.7683	3017.34	-23.9002
3017.44	-26.7683	3017.44	-23.9012
3017.54	-26.7781	3017.54	-23.9022
3017.64	-26.7781	3017.64	-23.9033
3017.74	-26.7781	3017.74	-23.9043
3017.84	-26.7781	3017.84	-23.9053
3017.94	-26.7839	3017.94	-23.9064
3018.04	-26.7781	3018.04	-23.9074
3018.14	-26.7878	3018.14	-23.9084
3018.24	-26.7878	3018.24	-23.9095
3018.34	-26.7878	3018.34	-23.9105
3018.44	-26.7976	3018.44	-23.9115
3018.54	-26.7937	3018.54	-23.9126
3018.64	-26.7976	3018.64	-23.9136
3018.74	-26.7976	3018.74	-23.9146
3018.84	-26.7976	3018.84	-23.9157
3018.94	-26.8093	3018.94	-23.9167
3019.04	-26.8093	3019.04	-23.9177
3019.14	-26.8093	3019.14	-23.9188
3019.24	-26.8191	3019.24	-23.9198
3019.34	-26.8152	3019.34	-23.9208
3019.44	-26.8093	3019.44	-23.9219
3019.54	-26.8191	3019.54	-23.9229
3019.64	-26.8191	3019.64	-23.9239
3019.74	-26.8191	3019.74	-23.925
3019.84	-26.8289	3019.84	-23.926
3019.94	-26.8289	3019.94	-23.927
3020.04	-26.8289	3020.04	-23.9281
3020.14	-26.8386	3020.14	-23.9291
3020.24	-26.8347	3020.24	-23.9301
3020.34	-26.8386	3020.34	-23.9312
3020.44	-26.8386	3020.44	-23.9322
3020.54	-26.8386	3020.54	-23.9332
3020.64	-26.8484	3020.64	-23.9342
3020.74	-26.8484	3020.74	-23.9353
3020.84	-26.8484	3020.84	-23.9363
3020.94	-26.8542	3020.94	-23.9373
3021.04	-26.8484	3021.04	-23.9384
3021.14	-26.8484	3021.14	-23.9394
3021.24	-26.8601	3021.24	-23.9404
3021.34	-26.8601	3021.34	-23.9415
3021.44	-26.8601	3021.44	-23.9425
3021.54	-26.8699	3021.54	-23.9435
3021.64	-26.866	3021.64	-23.9446
3021.74	-26.8699	3021.74	-23.9456
3021.84	-26.8699	3021.84	-23.9466
3021.94	-26.8699	3021.94	-23.9476
3022.04	-26.8796	3022.04	-23.9487
3022.14	-26.8796	3022.14	-23.9497
3022.24	-26.8855	3022.24	-23.9507
3022.34	-26.8796	3022.34	-23.9518
3022.44	-26.8894	3022.44	-23.9528
3022.54	-26.8894	3022.54	-23.9538
3022.64	-26.8992	3022.64	-23.9549
3022.74	-26.8992	3022.74	-23.9559
3022.84	-26.8992	3022.84	-23.9569
3022.94	-26.8992	3022.94	-23.958
3023.04	-26.9089	3023.04	-23.959
3023.14	-26.9089	3023.14	-23.96
3023.24	-26.9089	3023.24	-23.961
3023.34	-26.9089	3023.34	-23.9621
3023.44	-26.9207	3023.44	-23.9631
3023.54	-26.9207	3023.54	-23.9641
3023.64	-26.9207	3023.64	-23.9652
3023.74	-26.9304	3023.74	-23.9662
3023.84	-26.9304	3023.84	-23.9672
3023.94	-26.9258	3023.94	-23.9683
3024.04	-26.9187	3024.04	-23.9693
3024.14	-26.9285	3024.14	-23.9703
3024.24	-26.9285	3024.24	-23.9713
3024.34	-26.9285	3024.34	-23.9724
3024.44	-26.9382	3024.44	-23.9734
3024.54	-26.9382	3024.54	-23.9744
3024.64	-26.948	3024.64	-23.9755
3024.74	-26.948	3024.74	-23.9765
3024.84	-26.948	3024.84	-23.9775
3024.94	-26.9539	3024.94	-23.9785
3025.04	-26.948	3025.04	-23.9796
3025.14	-26.948	3025.14	-23.9806
3025.24	-26.9578	3025.24	-23.9816
3025.34	-26.9578	3025.34	-23.9827
3025.44	-26.9578	3025.44	-23.9837
3025.54	-26.9675	3025.54	-23.9847
3025.64	-26.9675	3025.64	-23.9857
3025.74	-26.9773	3025.74	-23.9868
3025.84	-26.9734	3025.84	-23.9878
3025.94	-26.9675	3025.94	-23.9888
3026.04	-26.9675	3026.04	-23.9899
3026.14	-26.9792	3026.14	-23.9909
3026.24	-26.9792	3026.24	-23.9919
3026.34	-26.9792	3026.34	-23.9929
3026.44	-26.989	3026.44	-23.994
3026.54	-26.989	3026.54	-23.995
3026.64	-26.989	3026.64	-23.996
3026.74	-26.9988	3026.74	-23.9971
3026.84	-26.9988	3026.84	-23.9981
3026.94	-26.9988	3026.94	-23.9991
3027.04	-27.0085	3027.04	-24.0001
3027.14	-27.0085	3027.14	-24.0012
3027.24	-27.0183	3027.24	-24.0022
3027.34	-27.0144	3027.34	-24.0032
3027.44	-27.0085	3027.44	-24.0042
3027.54	-27.0183	3027.54	-24.0053
3027.64	-27.0183	3027.64	-24.0063
3027.74	-27.0281	3027.74	-24.0073
3027.84	-27.0281	3027.84	-24.0084
3027.94	-27.0378	3027.94	-24.0094
3028.04	-27.0378	3028.04	-24.0104
3028.14	-27.0339	3028.14	-24.0114
3028.24	-27.0398	3028.24	-24.0125
3028.34	-27.0398	3028.34	-24.0135
3028.44	-27.0398	3028.44	-24.0145
3028.54	-27.0496	3028.54	-24.0155
3028.64	-27.0496	3028.64	-24.0166
3028.74	-27.0496	3028.74	-24.0176
3028.84	-27.0593	3028.84	-24.0186
3028.94	-27.0593	3028.94	-24.0196
3029.04	-27.0652	3029.04	-24.0207
3029.14	-27.0593	3029.14	-24.0217
3029.24	-27.0593	3029.24	-24.0227
3029.34	-27.0691	3029.34	-24.0237
3029.44	-27.0691	3029.44	-24.0248
3029.54	-27.0691	3029.54	-24.0258
3029.64	-27.0789	3029.64	-24.0268
3029.74	-27.0789	3029.74	-24.0279
3029.84	-27.0789	3029.84	-24.0289
3029.94	-27.0847	3029.94	-24.0299
3030.04	-27.0789	3030.04	-24.0309
3030.14	-27.0789	3030.14	-24.032
3030.24	-27.0886	3030.24	-24.033
3030.34	-27.0886	3030.34	-24.034
3030.44	-27.0886	3030.44	-24.035
3030.54	-27.1003	3030.54	-24.0361
3030.64	-27.1003	3030.64	-24.0371
3030.74	-27.0964	3030.74	-24.0381
3030.84	-27.1003	3030.84	-24.0391
3030.94	-27.1003	3030.94	-24.0402
3031.04	-27.1003	3031.04	-24.0412
3031.14	-27.1101	3031.14	-24.0422
3031.24	-27.1101	3031.24	-24.0432
3031.34	-27.1152	3031.34	-24.0443
3031.44	-27.1082	3031.44	-24.0453
3031.54	-27.1082	3031.54	-24.0463
3031.64	-27.1179	3031.64	-24.0473
3031.74	-27.1179	3031.74	-24.0484
3031.84	-27.1179	3031.84	-24.0494
3031.94	-27.1277	3031.94	-24.0504
3032.04	-27.1277	3032.04	-24.0514
3032.14	-27.1277	3032.14	-24.0525
3032.24	-27.1335	3032.24	-24.0535
3032.34	-27.1277	3032.34	-24.0545
3032.44	-27.1277	3032.44	-24.0555
3032.54	-27.1375	3032.54	-24.0566
3032.64	-27.1375	3032.64	-24.0576
3032.74	-27.1375	3032.74	-24.0586
3032.84	-27.1472	3032.84	-24.0596
3032.94	-27.1472	3032.94	-24.0606
3033.04	-27.1472	3033.04	-24.0617
3033.14	-27.1433	3033.14	-24.0627
3033.24	-27.1492	3033.24	-24.0637
3033.34	-27.1492	3033.34	-24.0647
3033.44	-27.1492	3033.44	-24.0658
3033.54	-27.1589	3033.54	-24.0668
3033.64	-27.1589	3033.64	-24.0678
3033.74	-27.1589	3033.74	-24.0688
3033.84	-27.1687	3033.84	-24.0699
3033.94	-27.1687	3033.94	-24.0709
3034.04	-27.1687	3034.04	-24.0719
3034.14	-27.1785	3034.14	-24.0729
3034.24	-27.1785	3034.24	-24.074
3034.34	-27.1746	3034.34	-24.075
3034.44	-27.1785	3034.44	-24.076
3034.54	-27.1785	3034.54	-24.077
3034.64	-27.1882	3034.64	-24.078
3034.74	-27.1882	3034.74	-24.0791
3034.84	-27.1882	3034.84	-24.0801
3034.94	-27.198	3034.94	-24.0811
3035.04	-27.1941	3035.04	-24.0821
3035.14	-27.198	3035.14	-24.0832
3035.24	-27.198	3035.24	-24.0842
3035.34	-27.198	3035.34	-24.0852
3035.44	-27.198	3035.44	-24.0862
3035.54	-27.2097	3035.54	-24.0872
3035.64	-27.2058	3035.64	-24.0883
3035.74	-27.2097	3035.74	-24.0893
3035.84	-27.2097	3035.84	-24.0903
3035.94	-27.2097	3035.94	-24.0913
3036.04	-27.2195	3036.04	-24.0924
3036.14	-27.2195	3036.14	-24.0934
3036.24	-27.2195	3036.24	-24.0944
3036.34	-27.2292	3036.34	-24.0954
3036.44	-27.2253	3036.44	-24.0964
3036.54	-27.2195	3036.54	-24.0975
3036.64	-27.2292	3036.64	-24.0985
3036.74	-27.2292	3036.74	-24.0995
3036.84	-27.239	3036.84	-24.1005
3036.94	-27.239	3036.94	-24.1016
3037.04	-27.239	3037.04	-24.1026
3037.14	-27.2488	3037.14	-24.1036
3037.24	-27.2488	3037.24	-24.1046
3037.34	-27.2449	3037.34	-24.1056
3037.44	-27.2488	3037.44	-24.1067
3037.54	-27.2488	3037.54	-24.1077
3037.64	-27.2605	3037.64	-24.1087
3037.74	-27.2605	3037.74	-24.1097
3037.84	-27.2605	3037.84	-24.1107
3037.94	-27.2664	3037.94	-24.1118
3038.04	-27.2605	3038.04	-24.1128
3038.14	-27.2703	3038.14	-24.1138
3038.24	-27.2703	3038.24	-24.1148
3038.34	-27.2703	3038.34	-24.1158
3038.44	-27.28	3038.44	-24.1169
3038.54	-27.28	3038.54	-24.1179
3038.64	-27.28	3038.64	-24.1189
3038.74	-27.2852	3038.74	-24.1199
3038.84	-27.2781	3038.84	-24.1209
3038.94	-27.2781	3038.94	-24.122
3039.04	-27.2878	3039.04	-24.123
3039.14	-27.2878	3039.14	-24.124
3039.24	-27.2878	3039.24	-24.125
3039.34	-27.2937	3039.34	-24.1261
3039.44	-27.2878	3039.44	-24.1271
3039.54	-27.2878	3039.54	-24.1281
3039.64	-27.2976	3039.64	-24.1291
3039.74	-27.2976	3039.74	-24.1301
3039.84	-27.2976	3039.84	-24.1311
3039.94	-27.3074	3039.94	-24.1322
3040.04	-27.3074	3040.04	-24.1332
3040.14	-27.3074	3040.14	-24.1342
3040.24	-27.3191	3040.24	-24.1352
3040.34	-27.3152	3040.34	-24.1362
3040.44	-27.3093	3040.44	-24.1373
3040.54	-27.3191	3040.54	-24.1383
3040.64	-27.3191	3040.64	-24.1393
3040.74	-27.3289	3040.74	-24.1403
3040.84	-27.3289	3040.84	-24.1413
3040.94	-27.3289	3040.94	-24.1424
3041.04	-27.3386	3041.04	-24.1434
3041.14	-27.3347	3041.14	-24.1444
3041.24	-27.3386	3041.24	-24.1454
3041.34	-27.3386	3041.34	-24.1464
3041.44	-27.3386	3041.44	-24.1475
3041.54	-27.3484	3041.54	-24.1485
3041.64	-27.3484	3041.64	-24.1495
3041.74	-27.3542	3041.74	-24.1505
3041.84	-27.3484	3041.84	-24.1515
3041.94	-27.3484	3041.94	-24.1525
3042.04	-27.3582	3042.04	-24.1536
3042.14	-27.3582	3042.14	-24.1546
3042.24	-27.3582	3042.24	-24.1556
3042.34	-27.3582	3042.34	-24.1566
3042.44	-27.3699	3042.44	-24.1576
3042.54	-27.3699	3042.54	-24.1587
3042.64	-27.366	3042.64	-24.1597
3042.74	-27.3699	3042.74	-24.1607
3042.84	-27.3699	3042.84	-24.1617
3042.94	-27.3796	3042.94	-24.1627
3043.04	-27.3796	3043.04	-24.1637
3043.14	-27.3796	3043.14	-24.1648
3043.24	-27.3894	3043.24	-24.1658
3043.34	-27.3894	3043.34	-24.1668
3043.44	-27.3894	3043.44	-24.1678
3043.54	-27.3992	3043.54	-24.1688
3043.64	-27.3953	3043.64	-24.1699
3043.74	-27.3894	3043.74	-24.1709
3043.84	-27.3992	3043.84	-24.1719
3043.94	-27.3992	3043.94	-24.1729
3044.04	-27.3992	3044.04	-24.1739
3044.14	-27.4089	3044.14	-24.1749
3044.24	-27.4089	3044.24	-24.176
3044.34	-27.4089	3044.34	-24.177
3044.44	-27.4187	3044.44	-24.178
3044.54	-27.4187	3044.54	-24.179
3044.64	-27.4187	3044.64	-24.18
3044.74	-27.4265	3044.74	-24.181
3044.84	-27.4207	3044.84	-24.1821
3044.94	-27.4207	3044.94	-24.1831
3045.04	-27.4304	3045.04	-24.1841
3045.14	-27.4304	3045.14	-24.1851
3045.24	-27.4304	3045.24	-24.1861
3045.34	-27.4402	3045.34	-24.1871
3045.44	-27.4402	3045.44	-24.1882
3045.54	-27.4402	3045.54	-24.1892
3045.64	-27.45	3045.64	-24.1902
3045.74	-27.45	3045.74	-24.1912
3045.84	-27.45	3045.84	-24.1922
3045.94	-27.4597	3045.94	-24.1932
3046.04	-27.4551	3046.04	-24.1943
3046.14	-27.448	3046.14	-24.1953
3046.24	-27.4578	3046.24	-24.1963
3046.34	-27.4578	3046.34	-24.1973
3046.44	-27.4578	3046.44	-24.1983
3046.54	-27.4675	3046.54	-24.1993
3046.64	-27.4675	3046.64	-24.2004
3046.74	-27.4773	3046.74	-24.2014
3046.84	-27.4773	3046.84	-24.2024
3046.94	-27.4734	3046.94	-24.2034
3047.04	-27.4675	3047.04	-24.2044
3047.14	-27.4773	3047.14	-24.2054
3047.24	-27.4773	3047.24	-24.2064
3047.34	-27.4773	3047.34	-24.2075
3047.44	-27.489	3047.44	-24.2085
3047.54	-27.489	3047.54	-24.2095
3047.64	-27.489	3047.64	-24.2105
3047.74	-27.4988	3047.74	-24.2115
3047.84	-27.4988	3047.84	-24.2125
3047.94	-27.4949	3047.94	-24.2135
3048.04	-27.489	3048.04	-24.2146
3048.14	-27.4988	3048.14	-24.2156
3048.24	-27.4988	3048.24	-24.2166
3048.34	-27.4988	3048.34	-24.2176
3048.44	-27.5085	3048.44	-24.2186
3048.54	-27.5085	3048.54	-24.2196
3048.64	-27.5085	3048.64	-24.2207
3048.74	-27.5183	3048.74	-24.2217
3048.84	-27.5183	3048.84	-24.2227
3048.94	-27.5183	3048.94	-24.2237
3049.04	-27.5281	3049.04	-24.2247
3049.14	-27.5281	3049.14	-24.2257
3049.24	-27.5281	3049.24	-24.2267
3049.34	-27.5378	3049.34	-24.2278
3049.44	-27.5378	3049.44	-24.2288
3049.54	-27.5378	3049.54	-24.2298
3049.64	-27.5437	3049.64	-24.2308
3049.74	-27.5378	3049.74	-24.2318
3049.84	-27.5378	3049.84	-24.2328
3049.94	-27.5378	3049.94	-24.2338
3050.04	-27.5496	3050.04	-24.2348
3050.14	-27.5496	3050.14	-24.2359
3050.24	-27.5496	3050.24	-24.2369
3050.34	-27.5593	3050.34	-24.2379
3050.44	-27.5593	3050.44	-24.2389
3050.54	-27.5593	3050.54	-24.2399
3050.64	-27.5593	3050.64	-24.2409
3050.74	-27.5691	3050.74	-24.2419
3050.84	-27.5691	3050.84	-24.243
3050.94	-27.5691	3050.94	-24.244
3051.04	-27.5789	3051.04	-24.245
3051.14	-27.5789	3051.14	-24.246
3051.24	-27.5789	3051.24	-24.247
3051.34	-27.5886	3051.34	-24.248
3051.44	-27.5886	3051.44	-24.249
3051.54	-27.5847	3051.54	-24.25
3051.64	-27.5886	3051.64	-24.2511
3051.74	-27.5886	3051.74	-24.2521
3051.84	-27.5886	3051.84	-24.2531
3051.94	-27.5984	3051.94	-24.2541
3052.04	-27.5984	3052.04	-24.2551
3052.14	-27.5984	3052.14	-24.2561
3052.24	-27.6082	3052.24	-24.2571
3052.34	-27.6082	3052.34	-24.2581
3052.44	-27.6082	3052.44	-24.2592
3052.54	-27.6199	3052.54	-24.2602
3052.64	-27.616	3052.64	-24.2612
3052.74	-27.6101	3052.74	-24.2622
3052.84	-27.6199	3052.84	-24.2632
3052.94	-27.6199	3052.94	-24.2642
3053.04	-27.6199	3053.04	-24.2652
3053.14	-27.6296	3053.14	-24.2662
3053.24	-27.6296	3053.24	-24.2673
3053.34	-27.6296	3053.34	-24.2683
3053.44	-27.6394	3053.44	-24.2693
3053.54	-27.6394	3053.54	-24.2703
3053.64	-27.6394	3053.64	-24.2713
3053.74	-27.6355	3053.74	-24.2723
3053.84	-27.6394	3053.84	-24.2733
3053.94	-27.6394	3053.94	-24.2743
3054.04	-27.6394	3054.04	-24.2753
3054.14	-27.6492	3054.14	-24.2764
3054.24	-27.6492	3054.24	-24.2774
3054.34	-27.6492	3054.34	-24.2784
3054.44	-27.6589	3054.44	-24.2794
3054.54	-27.6589	3054.54	-24.2804
3054.64	-27.6589	3054.64	-24.2814
3054.74	-27.6687	3054.74	-24.2824
3054.84	-27.6687	3054.84	-24.2834
3054.94	-27.6687	3054.94	-24.2844
3055.04	-27.6785	3055.04	-24.2855
3055.14	-27.6746	3055.14	-24.2865
3055.24	-27.6687	3055.24	-24.2875
3055.34	-27.6687	3055.34	-24.2885
3055.44	-27.6687	3055.44	-24.2895
3055.54	-27.6804	3055.54	-24.2905
3055.64	-27.6804	3055.64	-24.2915
3055.74	-27.6804	3055.74	-24.2925
3055.84	-27.6902	3055.84	-24.2935
3055.94	-27.6902	3055.94	-24.2946
3056.04	-27.7	3056.04	-24.2956
3056.14	-27.7	3056.14	-24.2966
3056.24	-27.6953	3056.24	-24.2976
3056.34	-27.698	3056.34	-24.2986
3056.44	-27.698	3056.44	-24.2996
3056.54	-27.698	3056.54	-24.3006
3056.64	-27.7078	3056.64	-24.3016
3056.74	-27.7078	3056.74	-24.3026
3056.84	-27.7078	3056.84	-24.3036
3056.94	-27.7175	3056.94	-24.3047
3057.04	-27.7175	3057.04	-24.3057
3057.14	-27.7175	3057.14	-24.3067
3057.24	-27.7273	3057.24	-24.3077
3057.34	-27.7273	3057.34	-24.3087
3057.44	-27.7273	3057.44	-24.3097
3057.54	-27.7332	3057.54	-24.3107
3057.64	-27.7273	3057.64	-24.3117
3057.74	-27.7273	3057.74	-24.3127
3057.84	-27.7273	3057.84	-24.3137
3057.94	-27.739	3057.94	-24.3147
3058.04	-27.739	3058.04	-24.3158
3058.14	-27.739	3058.14	-24.3168
3058.24	-27.7488	3058.24	-24.3178
3058.34	-27.7488	3058.34	-24.3188
3058.44	-27.7585	3058.44	-24.3198
3058.54	-27.7546	3058.54	-24.3208
3058.64	-27.7488	3058.64	-24.3218
3058.74	-27.7585	3058.74	-24.3228
3058.84	-27.7585	3058.84	-24.3238
3058.94	-27.7585	3058.94	-24.3248
3059.04	-27.7683	3059.04	-24.3258
3059.14	-27.7683	3059.14	-24.3269
3059.24	-27.7683	3059.24	-24.3279
3059.34	-27.7683	3059.34	-24.3289
3059.44	-27.7781	3059.44	-24.3299
3059.54	-27.7781	3059.54	-24.3309
3059.64	-27.7781	3059.64	-24.3319
3059.74	-27.7878	3059.74	-24.3329
3059.84	-27.7878	3059.84	-24.3339
3059.94	-27.7839	3059.94	-24.3349
3060.04	-27.7878	3060.04	-24.3359
3060.14	-27.7878	3060.14	-24.3369
3060.24	-27.7878	3060.24	-24.3379
3060.34	-27.7996	3060.34	-24.339
3060.44	-27.7996	3060.44	-24.34
3060.54	-27.7996	3060.54	-24.341
3060.64	-27.8093	3060.64	-24.342
3060.74	-27.8093	3060.74	-24.343
3060.84	-27.8093	3060.84	-24.344
3060.94	-27.8152	3060.94	-24.345
3061.04	-27.8093	3061.04	-24.346
3061.14	-27.8093	3061.14	-24.347
3061.24	-27.8191	3061.24	-24.348
3061.34	-27.8191	3061.34	-24.349
3061.44	-27.8191	3061.44	-24.35
3061.54	-27.8289	3061.54	-24.351
3061.64	-27.8289	3061.64	-24.352
3061.74	-27.8289	3061.74	-24.3531
3061.84	-27.8347	3061.84	-24.3541
3061.94	-27.8289	3061.94	-24.3551
3062.04	-27.8289	3062.04	-24.3561
3062.14	-27.8386	3062.14	-24.3571
3062.24	-27.8386	3062.24	-24.3581
3062.34	-27.8386	3062.34	-24.3591
3062.44	-27.8484	3062.44	-24.3601
3062.54	-27.8484	3062.54	-24.3611
3062.64	-27.8484	3062.64	-24.3621
3062.74	-27.8582	3062.74	-24.3631
3062.84	-27.8542	3062.84	-24.3641
3062.94	-27.8484	3062.94	-24.3651
3063.04	-27.8601	3063.04	-24.3661
3063.14	-27.8601	3063.14	-24.3671
3063.24	-27.8601	3063.24	-24.3682
3063.34	-27.8699	3063.34	-24.3692
3063.44	-27.8699	3063.44	-24.3702
3063.54	-27.8699	3063.54	-24.3712
3063.64	-27.8757	3063.64	-24.3722
3063.74	-27.8699	3063.74	-24.3732
3063.84	-27.8699	3063.84	-24.3742
3063.94	-27.8796	3063.94	-24.3752
3064.04	-27.8796	3064.04	-24.3762
3064.14	-27.8894	3064.14	-24.3772
3064.24	-27.8894	3064.24	-24.3782
3064.34	-27.8894	3064.34	-24.3792
3064.44	-27.8992	3064.44	-24.3802
3064.54	-27.8953	3064.54	-24.3812
3064.64	-27.8894	3064.64	-24.3822
3064.74	-27.8992	3064.74	-24.3832
3064.84	-27.8992	3064.84	-24.3842
3064.94	-27.8992	3064.94	-24.3852
3065.04	-27.9089	3065.04	-24.3863
3065.14	-27.9089	3065.14	-24.3873
3065.24	-27.9089	3065.24	-24.3883
3065.34	-27.9089	3065.34	-24.3893
3065.44	-27.9207	3065.44	-24.3903
3065.54	-27.9207	3065.54	-24.3913
3065.64	-27.9207	3065.64	-24.3923
3065.74	-27.9207	3065.74	-24.3933
3065.84	-27.9304	3065.84	-24.3943
3065.94	-27.9304	3065.94	-24.3953
3066.04	-27.9304	3066.04	-24.3963
3066.14	-27.9258	3066.14	-24.3973
3066.24	-27.9285	3066.24	-24.3983
3066.34	-27.9285	3066.34	-24.3993
3066.44	-27.9382	3066.44	-24.4003
3066.54	-27.9382	3066.54	-24.4013
3066.64	-27.9382	3066.64	-24.4023
3066.74	-27.948	3066.74	-24.4033
3066.84	-27.948	3066.84	-24.4043
3066.94	-27.948	3066.94	-24.4053
3067.04	-27.9539	3067.04	-24.4063
3067.14	-27.948	3067.14	-24.4074
3067.24	-27.948	3067.24	-24.4084
3067.34	-27.9578	3067.34	-24.4094
3067.44	-27.9578	3067.44	-24.4104
3067.54	-27.9675	3067.54	-24.4114
3067.64	-27.9675	3067.64	-24.4124
3067.74	-27.9675	3067.74	-24.4134
3067.84	-27.9675	3067.84	-24.4144
3067.94	-27.9792	3067.94	-24.4154
3068.04	-27.9792	3068.04	-24.4164
3068.14	-27.9792	3068.14	-24.4174
3068.24	-27.9792	3068.24	-24.4184
3068.34	-27.9851	3068.34	-24.4194
3068.44	-27.9792	3068.44	-24.4204
3068.54	-27.9792	3068.54	-24.4214
3068.64	-27.9792	3068.64	-24.4224
3068.74	-27.989	3068.74	-24.4234
3068.84	-27.989	3068.84	-24.4244
3068.94	-27.989	3068.94	-24.4254
3069.04	-27.9988	3069.04	-24.4264
3069.14	-27.9988	3069.14	-24.4274
3069.24	-27.9988	3069.24	-24.4284
3069.34	-28.0085	3069.34	-24.4294
3069.44	-28.0046	3069.44	-24.4304
3069.54	-27.9988	3069.54	-24.4314
3069.64	-27.9988	3069.64	-24.4324
3069.74	-28.0085	3069.74	-24.4334
3069.84	-28.0085	3069.84	-24.4344
3069.94	-28.0085	3069.94	-24.4354
3070.04	-28.0183	3070.04	-24.4364
3070.14	-28.0183	3070.14	-24.4374
3070.24	-28.0183	3070.24	-24.4384
3070.34	-28.0183	3070.34	-24.4395
3070.44	-28.0281	3070.44	-24.4405
3070.54	-28.0281	3070.54	-24.4415
3070.64	-28.0281	3070.64	-24.4425
3070.74	-28.0281	3070.74	-24.4435
3070.84	-28.0378	3070.84	-24.4445
3070.94	-28.0339	3070.94	-24.4455
3071.04	-28.0281	3071.04	-24.4465
3071.14	-28.0398	3071.14	-24.4475
3071.24	-28.0398	3071.24	-24.4485
3071.34	-28.0398	3071.34	-24.4495
3071.44	-28.0496	3071.44	-24.4505
3071.54	-28.0496	3071.54	-24.4515
3071.64	-28.0496	3071.64	-24.4525
3071.74	-28.0593	3071.74	-24.4535
3071.84	-28.0593	3071.84	-24.4545
3071.94	-28.0652	3071.94	-24.4555
3072.04	-28.0593	3072.04	-24.4565
3072.14	-28.0593	3072.14	-24.4575
3072.24	-28.0593	3072.24	-24.4585
3072.34	-28.0593	3072.34	-24.4595
3072.44	-28.0691	3072.44	-24.4605
3072.54	-28.0691	3072.54	-24.4615
3072.64	-28.0691	3072.64	-24.4625
3072.74	-28.0789	3072.74	-24.4635
3072.84	-28.0789	3072.84	-24.4645
3072.94	-28.0789	3072.94	-24.4655
3073.04	-28.0886	3073.04	-24.4665
3073.14	-28.0847	3073.14	-24.4675
3073.24	-28.0789	3073.24	-24.4685
3073.34	-28.0886	3073.34	-24.4695
3073.44	-28.0886	3073.44	-24.4705
3073.54	-28.0886	3073.54	-24.4715
3073.64	-28.1003	3073.64	-24.4725
3073.74	-28.1003	3073.74	-24.4735
3073.84	-28.1003	3073.84	-24.4745
3073.94	-28.1101	3073.94	-24.4755
3074.04	-28.1101	3074.04	-24.4765
3074.14	-28.1062	3074.14	-24.4775
3074.24	-28.1101	3074.24	-24.4785
3074.34	-28.1101	3074.34	-24.4795
3074.44	-28.1101	3074.44	-24.4805
3074.54	-28.1101	3074.54	-24.4815
3074.64	-28.1199	3074.64	-24.4825
3074.74	-28.1199	3074.74	-24.4835
3074.84	-28.1296	3074.84	-24.4845
3074.94	-28.1296	3074.94	-24.4855
3075.04	-28.1296	3075.04	-24.4865
3075.14	-28.1296	3075.14	-24.4875
3075.24	-28.1394	3075.24	-24.4885
3075.34	-28.1348	3075.34	-24.4895
3075.44	-28.1375	3075.44	-24.4905
3075.54	-28.1375	3075.54	-24.4915
3075.64	-28.1375	3075.64	-24.4925
3075.74	-28.1472	3075.74	-24.4935
3075.84	-28.1472	3075.84	-24.4945
3075.94	-28.1472	3075.94	-24.4955
3076.04	-28.1589	3076.04	-24.4965
3076.14	-28.1589	3076.14	-24.4975
3076.24	-28.1589	3076.24	-24.4985
3076.34	-28.1589	3076.34	-24.4995
3076.44	-28.1648	3076.44	-24.5005
3076.54	-28.1589	3076.54	-24.5015
3076.64	-28.1687	3076.64	-24.5025
3076.74	-28.1687	3076.74	-24.5035
3076.84	-28.1687	3076.84	-24.5045
3076.94	-28.1785	3076.94	-24.5055
3077.04	-28.1785	3077.04	-24.5065
3077.14	-28.1785	3077.14	-24.5075
3077.24	-28.1785	3077.24	-24.5085
3077.34	-28.1785	3077.34	-24.5095
3077.44	-28.1882	3077.44	-24.5105
3077.54	-28.1882	3077.54	-24.5115
3077.64	-28.198	3077.64	-24.5125
3077.74	-28.198	3077.74	-24.5135
3077.84	-28.198	3077.84	-24.5145
3077.94	-28.2039	3077.94	-24.5155
3078.04	-28.198	3078.04	-24.5165
3078.14	-28.198	3078.14	-24.5175
3078.24	-28.198	3078.24	-24.5185
3078.34	-28.2078	3078.34	-24.5195
