"Volume (mL)"	"BioRad Standards"	"BioRad Standards"	"BioRad Standards"	CDIN1-Codanin-1	CDIN1-Codanin-1	CDIN1-Codanin-1
29.208020				1.217761		
29.209070				1.216501		
29.210110				1.214612		
29.211160				1.213626		
29.212200				1.213484		
29.213240				1.212629		
29.214290				1.211753		
29.215330				1.210525		
29.216380				1.209809		
29.217420				1.208374		
29.218460				1.207530		
29.219510				1.205936		
29.220550				1.204227		
29.221600				1.202930		
29.222640				1.201881		
29.223680				1.201002		
29.224730				1.199979		
29.225770				1.198206		
29.226820				1.197462		
29.227860				1.195846		
29.228910				1.194689		
29.229950				1.194419		
29.230990				1.193626		
29.232040				1.192540		
29.233080				1.192244		
29.234130				1.191607		
29.235170				1.190096		
29.236210				1.188758		
29.237260				1.187697		
29.238300				1.186924		
29.239350				1.185767		
29.240390				1.184487		
29.241430				1.183657		
29.242480				1.182403		
29.243520				1.180930		
29.244570				1.180136		
29.245610				1.179242		
29.246660				1.177327		
29.247700				1.175485		
29.248740				1.174630		
29.249790				1.173722		
29.250830				1.172783		
29.251880				1.172147		
29.252920				1.171826		
29.253960				1.170913		
29.255010				1.170146		
29.256050				1.170240		
29.257100				1.168844		
29.258140				1.168201		
29.259180				1.167550		
29.260230				1.166702		
29.261270				1.166148		
29.262320				1.165871		
29.263360				1.165534		
29.264400				1.165128		
29.265450				1.164691		
29.266490				1.164024		
29.267540				1.163375		
29.268580				1.162919		
29.269630				1.161924		
29.270670				1.160668		
29.271710				1.159356		
29.272760				1.158964		
29.273800				1.158763		
29.274850				1.158181		
29.275890				1.157113		
29.276930				1.156143		
29.277980				1.156168		
29.279020				1.155605		
29.280070				1.154641		
29.281110				1.155176		
29.282150				1.155751		
29.283200				1.155318		
29.284240				1.154503		
29.285290				1.153533		
29.286330				1.152619		
29.287370				1.152416		
29.288420				1.152231		
29.289460				1.151771		
29.290510				1.150662		
29.291550				1.149744		
29.292590				1.149576		
29.293640				1.149705		
29.294680				1.148942		
29.295730				1.148368		
29.296770				1.148459		
29.297810				1.147940		
29.298860				1.148455		
29.299900				1.148440		
29.300950				1.147743		
29.301990				1.147519		
29.303030				1.146329		
29.304080				1.145595		
29.305120				1.144945		
29.306170				1.144066		
29.307210				1.143970		
29.308250				1.142207		
29.309300				1.141097		
29.310340				1.139752		
29.311390				1.138611		
29.312430				1.138258		
29.313480				1.137909		
29.314520				1.136385		
29.315560				1.135924		
29.316610				1.135206		
29.317650				1.133967		
29.318700				1.133779		
29.319740				1.133707		
29.320780				1.133305		
29.321830				1.132800		
29.322870				1.132037		
29.323920				1.131357		
29.324960				1.131120		
29.326000				1.130039		
29.327050				1.129183		
29.328090				1.129412		
29.329140				1.129489		
29.330180				1.127013		
29.331220				1.125922		
29.332270				1.125895		
29.333310				1.125412		
29.334360				1.124128		
29.335400				1.123260		
29.336450				1.121813		
29.337490				1.121753		
29.338530				1.121035		
29.339580				1.120995		
29.340620				1.120301		
29.341670				1.119715		
29.342710				1.119548		
29.343750				1.119573		
29.344800				1.119309		
29.345840				1.117830		
29.346890				1.116665		
29.347930				1.116736		
29.348970				1.115788		
29.350020				1.114503		
29.351060				1.114079		
29.352110				1.113774		
29.353150				1.113297		
29.354200				1.113085		
29.355240				1.113294		
29.356280				1.113289		
29.357330				1.112845		
29.358370				1.112128		
29.359420				1.111663		
29.360460				1.111270		
29.361500				1.111344		
29.362550				1.111624		
29.363590				1.111179		
29.364640				1.110804		
29.365680				1.110521		
29.366720				1.110176		
29.367770				1.109332		
29.368810				1.108088		
29.369860				1.107443		
29.370900				1.106932		
29.371940				1.106315		
29.372990				1.105514		
29.374030				1.104322		
29.375080				1.103979		
29.376120				1.104208		
29.377170				1.103593		
29.378210				1.102916		
29.379250				1.102895		
29.380300				1.102156		
29.381340				1.101688		
29.382390				1.102660		
29.383430				1.102943		
29.384470				1.102095		
29.385520				1.101775		
29.386560				1.101560		
29.387610				1.101239		
29.388650				1.100662		
29.389690				1.100073		
29.390740				1.099739		
29.391780				1.099568		
29.392820				1.099258		
29.393870				1.099428		
29.394910				1.098209		
29.395960				1.098193		
29.397000				1.097534		
29.398050				1.097635		
29.399090				1.098389		
29.400130				1.097328		
29.401180				1.096570		
29.402220				1.096891		
29.403270				1.096977		
29.404310				1.096435		
29.405350				1.097426		
29.406400				1.097993		
29.407440				1.096343		
29.408490				1.095055		
29.409530				1.094360		
29.410570				1.094768		
29.411620				1.094434		
29.412660				1.094370		
29.413710				1.094504		
29.414750				1.093576		
29.415790				1.093337		
29.416840				1.092919		
29.417880				1.092070		
29.418930				1.091705		
29.419970				1.091476		
29.421020				1.091332		
29.422060				1.090908		
29.423100				1.090388		
29.424150				1.089302		
29.425190				1.088791		
29.426240				1.088672		
29.427280				1.089836		
29.428320				1.090100		
29.429370				1.089574		
29.430410				1.089675		
29.431460				1.088598		
29.432500				1.088818		
29.433540				1.088547		
29.434590				1.087657		
29.435630				1.087879		
29.436680				1.088251		
29.437720				1.087220		
29.438770				1.087293		
29.439810				1.087562		
29.440850				1.087000		
29.441900				1.087103		
29.442940				1.087019		
29.443990				1.086593		
29.445030				1.086047		
29.446070				1.085917		
29.447120				1.085584		
29.448160				1.085752		
29.449210				1.085488		
29.450250				1.084955		
29.451290				1.084123		
29.452340				1.084178		
29.453380				1.084160		
29.454430				1.083650		
29.455470				1.083183		
29.456510				1.082778		
29.457560				1.081939		
29.458600				1.080799		
29.459650				1.080104		
29.460690				1.080126		
29.461740				1.080445		
29.462780				1.080218		
29.463820				1.079541		
29.464870				1.078957		
29.465910				1.078353		
29.466960				1.078415		
29.468000				1.079249		
29.469040				1.079582		
29.470090				1.079777		
29.471130				1.079862		
29.472180				1.079713		
29.473220				1.080191		
29.474260				1.080770		
29.475310				1.081087		
29.476350				1.081529		
29.477400				1.081778		
29.478440				1.081595		
29.479480				1.081239		
29.480530				1.080266		
29.481570				1.079953		
29.482620				1.080506		
29.483660				1.080995		
29.484700				1.081127		
29.485750				1.081062		
29.486790				1.081466		
29.487840				1.081510		
29.488880				1.081517		
29.489920				1.082133		
29.490970				1.082174		
29.492010				1.081657		
29.493060				1.080887		
29.494100				1.080598		
29.495140				1.080476		
29.496190				1.079971		
29.497230				1.079724		
29.498280				1.079653		
29.499320				1.079443		
29.500360				1.079634		
29.501410				1.078857		
29.502450				1.078391		
29.503500				1.078552		
29.504540				1.078968		
29.505590				1.078830		
29.506630				1.079882		
29.507670				1.080133		
29.508720				1.080675		
29.509760				1.080885		
29.510810				1.080721		
29.511850				1.081345		
29.512890				1.082243		
29.513940				1.081842		
29.514980				1.081491		
29.516030				1.081221		
29.517070				1.081285		
29.518110				1.081609		
29.519160				1.082522		
29.520200				1.082381		
29.521250				1.081686		
29.522290				1.081699		
29.523340				1.080276		
29.524380				1.080703		
29.525420				1.080855		
29.526470				1.079874		
29.527510				1.078826		
29.528560				1.078371		
29.529600				1.078386		
29.530640				1.078954		
29.531690				1.079219		
29.532730				1.079762		
29.533780				1.079816		
29.534820				1.079851		
29.535860				1.079923		
29.536910				1.080036		
29.537950				1.079588		
29.539000				1.079595		
29.540040				1.078430		
29.541080				1.078016		
29.542130				1.076867		
29.543170				1.076609		
29.544220				1.076090		
29.545260				1.076416		
29.546310				1.076658		
29.547350				1.076861		
29.548390				1.077268		
29.549440				1.078066		
29.550480				1.077817		
29.551530				1.078069		
29.552570				1.078151		
29.553610				1.077872		
29.554660				1.078799		
29.555700				1.078902		
29.556750				1.078060		
29.557790				1.077311		
29.558830				1.077009		
29.559880				1.077143		
29.560920				1.076533		
29.561970				1.076208		
29.563010				1.076450		
29.564050				1.076564		
29.565100				1.076617		
29.566140				1.077061		
29.567190				1.077946		
29.568230				1.078293		
29.569280				1.078192		
29.570320				1.078274		
29.571360				1.077706		
29.572410				1.076757		
29.573450				1.076904		
29.574500				1.077383		
29.575540				1.078098		
29.576580				1.079238		
29.577630				1.079008		
29.578670				1.079007		
29.579710				1.079997		
29.580760				1.080721		
29.581800				1.080675		
29.582850				1.080265		
29.583890				1.079648		
29.584930				1.079312		
29.585980				1.079163		
29.587020				1.078989		
29.588070				1.078814		
29.589110				1.079151		
29.590160				1.079015		
29.591200				1.079248		
29.592240				1.079805		
29.593290				1.080625		
29.594330				1.081506		
29.595380				1.082611		
29.596420				1.083336		
29.597460				1.083731		
29.598510				1.084347		
29.599550				1.085302		
29.600600				1.085505		
29.601640				1.085322		
29.602680				1.084752		
29.603730				1.084254		
29.604770				1.084092		
29.605820				1.084626		
29.606860				1.085263		
29.607900				1.085642		
29.608950				1.086608		
29.609990				1.087878		
29.611040				1.088544		
29.612080				1.088278		
29.613130				1.088442		
29.614170				1.089703		
29.615210				1.089419		
29.616260				1.089244		
29.617300				1.089178		
29.618350				1.088782		
29.619390				1.089525		
29.620430				1.088873		
29.621480				1.089233		
29.622520				1.090178		
29.623570				1.089101		
29.624610				1.089985		
29.625650				1.090344		
29.626700				1.090238		
29.627740				1.090529		
29.628790				1.090555		
29.629830				1.089698		
29.630880				1.089722		
29.631920				1.089725		
29.632960				1.089615		
29.634010				1.090613		
29.635050				1.091168		
29.636100				1.091767		
29.637140				1.092262		
29.638180				1.092689		
29.639230				1.092364		
29.640270				1.092898		
29.641320				1.092448		
29.642360				1.092970		
29.643400				1.093731		
29.644450				1.093986		
29.645490				1.093869		
29.646540				1.094326		
29.647580				1.093857		
29.648620				1.094486		
29.649670				1.095054		
29.650710				1.094464		
29.651760				1.094068		
29.652800				1.094505		
29.653850				1.094854		
29.654890				1.095621		
29.655930				1.096601		
29.656980				1.097611		
29.658020				1.097853		
29.659070				1.097665		
29.660110				1.097249		
29.661150				1.097245		
29.662200				1.097497		
29.663240				1.097990		
29.664290				1.098371		
29.665330				1.098488		
29.666370				1.098501		
29.667420				1.098824		
29.668460				1.099413		
29.669510				1.099843		
29.670550				1.100378		
29.671590				1.100500		
29.672640				1.100867		
29.673680				1.102020		
29.674730				1.102569		
29.675770				1.103120		
29.676810				1.103873		
29.677860				1.104430		
29.678900				1.104786		
29.679950				1.104835		
29.680990				1.104556		
29.682030				1.104378		
29.683080				1.105105		
29.684120				1.106026		
29.685170				1.106398		
29.686210				1.106496		
29.687250				1.106504		
29.688300				1.106813		
29.689340				1.107833		
29.690390				1.108667		
29.691430				1.109319		
29.692470				1.110045		
29.693520				1.110343		
29.694560				1.109982		
29.695610				1.109468		
29.696650				1.109569		
29.697700				1.110557		
29.698740				1.110823		
29.699780				1.110390		
29.700830				1.110033		
29.701870				1.110094		
29.702920				1.110610		
29.703960				1.111207		
29.705000				1.111253		
29.706050				1.111204		
29.707090				1.111315		
29.708140				1.111275		
29.709180				1.111156		
29.710220				1.111748		
29.711270				1.112060		
29.712310				1.112572		
29.713360				1.113500		
29.714400				1.113128		
29.715450				1.112440		
29.716490				1.112482		
29.717530				1.112982		
29.718580				1.114157		
29.719620				1.114377		
29.720670				1.113633		
29.721710				1.113830		
29.722750				1.114596		
29.723800				1.114750		
29.724840				1.114634		
29.725890				1.114095		
29.726930				1.114606		
29.727970				1.114653		
29.729020				1.115541		
29.730060				1.115781		
29.731110				1.115966		
29.732150				1.115306		
29.733190				1.116260		
29.734240				1.117492		
29.735280				1.118821		
29.736330				1.118958		
29.737370				1.119407		
29.738420				1.120261		
29.739460				1.120317		
29.740500				1.120497		
29.741550				1.120159		
29.742590				1.120433		
29.743640				1.120422		
29.744680				1.120719		
29.745720				1.120880		
29.746770				1.121212		
29.747810				1.122085		
29.748860				1.122697		
29.749900				1.123190		
29.750940				1.123611		
29.751990				1.123597		
29.753030				1.123812		
29.754080				1.124556		
29.755120				1.123967		
29.756170				1.123155		
29.757210				1.122929		
29.758250				1.123015		
29.759300				1.123335		
29.760340				1.123580		
29.761390				1.124494		
29.762430				1.125115		
29.763470				1.125233		
29.764520				1.125561		
29.765560				1.125156		
29.766600				1.125305		
29.767650				1.126077		
29.768690				1.126305		
29.769740				1.126470		
29.770780				1.126487		
29.771820				1.126070		
29.772870				1.126555		
29.773910				1.127438		
29.774960				1.127452		
29.776000				1.127329		
29.777040				1.128045		
29.778090				1.129013		
29.779130				1.129135		
29.780180				1.128995		
29.781220				1.129170		
29.782270				1.129737		
29.783310				1.130150		
29.784350				1.130764		
29.785400				1.131646		
29.786440				1.131464		
29.787490				1.131147		
29.788530				1.131050		
29.789570				1.131126		
29.790620				1.131113		
29.791660				1.131117		
29.792710				1.131548		
29.793750				1.132060		
29.794790				1.132609		
29.795840				1.132383		
29.796880				1.133117		
29.797930				1.133407		
29.798970				1.133738		
29.800010				1.134454		
29.801060				1.134627		
29.802100				1.135053		
29.803150				1.135038		
29.804190				1.135013		
29.805240				1.135979		
29.806280				1.136879		
29.807320				1.137046		
29.808370				1.137391		
29.809410				1.138028		
29.810460				1.138356		
29.811500				1.139275		
29.812540				1.139728		
29.813590				1.140075		
29.814630				1.139976		
29.815680				1.139798		
29.816720				1.140785		
29.817760				1.141345		
29.818810				1.141884		
29.819850				1.142190		
29.820900				1.142711		
29.821940				1.143693		
29.822990				1.143592		
29.824030				1.144204		
29.825070				1.145294		
29.826120				1.145838		
29.827160				1.146681		
29.828210				1.147437		
29.829250				1.148585		
29.830290				1.148216		
29.831340				1.147943		
29.832380				1.148502		
29.833430				1.148539		
29.834470				1.148725		
29.835510				1.149057		
29.836560				1.148979		
29.837600				1.149292		
29.838650				1.149644		
29.839690				1.150086		
29.840730				1.150471		
29.841780				1.151032		
29.842820				1.151375		
29.843870				1.151378		
29.844910				1.151337		
29.845960				1.151589		
29.847000				1.151165		
29.848040				1.150892		
29.849090				1.151405		
29.850130				1.151853		
29.851180				1.152841		
29.852220				1.152902		
29.853260				1.153193		
29.854310				1.154135		
29.855350				1.155000		
29.856400				1.155165		
29.857440				1.155751		
29.858480				1.155851		
29.859530				1.156145		
29.860570				1.157279		
29.861620				1.157763		
29.862660				1.158916		
29.863700				1.159023		
29.864750				1.158495		
29.865790				1.158937		
29.866840				1.159348		
29.867880				1.159738		
29.868920				1.159453		
29.869970				1.159514		
29.871010				1.159828		
29.872060				1.160210		
29.873100				1.160406		
29.874140				1.160680		
29.875190				1.161476		
29.876230				1.162356		
29.877280				1.162258		
29.878320				1.161408		
29.879360				1.161228		
29.880410				1.161180		
29.881450				1.160947		
29.882500				1.161197		
29.883540				1.162605		
29.884580				1.163788		
29.885630				1.164447		
29.886670				1.165458		
29.887720				1.165662		
29.888760				1.165627		
29.889810				1.166512		
29.890850				1.166051		
29.891890				1.166609		
29.892940				1.166789		
29.893980				1.166770		
29.895030				1.166773		
29.896070				1.167088		
29.897110				1.167513		
29.898160				1.168260		
29.899200				1.169381		
29.900250				1.171248		
29.901290				1.172413		
29.902330				1.172444		
29.903380				1.173196		
29.904420				1.173613		
29.905470				1.174112		
29.906510				1.174296		
29.907560				1.173844		
29.908600				1.173552		
29.909640				1.174119		
29.910690				1.174488		
29.911730				1.174819		
29.912780				1.174509		
29.913820				1.174638		
29.914860				1.175567		
29.915910				1.174375		
29.916950				1.175318		
29.918000				1.175966		
29.919040				1.175834		
29.920080				1.176682		
29.921130				1.176997		
29.922170				1.177603		
29.923220				1.177061		
29.924260				1.177906		
29.925300				1.178911		
29.926350				1.178647		
29.927390				1.178280		
29.928440				1.177620		
29.929480				1.176623		
29.930530				1.177738		
29.931570				1.177715		
29.932610				1.177667		
29.933660				1.178521		
29.934700				1.178504		
29.935750				1.178267		
29.936790				1.178133		
29.937830				1.178153		
29.938880				1.177940		
29.939920				1.177513		
29.940970				1.177219		
29.942010				1.177178		
29.943050				1.177775		
29.944100				1.178126		
29.945140				1.177957		
29.946190				1.178437		
29.947230				1.179798		
29.948280				1.180711		
29.949320				1.181100		
29.950360				1.180816		
29.951410				1.180280		
29.952450				1.179779		
29.953490				1.179353		
29.954540				1.179220		
29.955580				1.178511		
29.956630				1.177890		
29.957670				1.178041		
29.958710				1.178639		
29.959760				1.179135		
29.960800				1.179345		
29.961850				1.179730		
29.962890				1.180168		
29.963930				1.180530		
29.964980				1.180315		
29.966020				1.180368		
29.967070				1.181273		
29.968110				1.182802		
29.969160				1.183193		
29.970200				1.183250		
29.971240				1.183494		
29.972290				1.183644		
29.973330				1.184020		
29.974380				1.183851		
29.975420				1.184263		
29.976470				1.184657		
29.977510				1.184560		
29.978550				1.185303		
29.979600				1.186466		
29.980640				1.187257		
29.981680				1.188122		
29.982730				1.188546		
29.983770				1.188783		
29.984820				1.190118		
29.985860				1.190690		
29.986910				1.190803		
29.987950				1.191573		
29.988990				1.192112		
29.990040				1.192692		
29.991080				1.193273		
29.992130				1.194927		
29.993170				1.195029		
29.994210				1.196280		
29.995260				1.196940		
29.996300				1.197658		
29.997350				1.196786		
29.998390				1.197732		
29.999430				1.197140		
30.000480				1.196312		
30.001520				1.196026		
30.002570				1.197146		
30.003610				1.198062		
30.004650				1.198130		
30.005700				1.198223		
30.006740				1.199312		
30.007790				1.199696		
30.008830				1.200721		
30.009870				1.200425		
30.010920				1.201283		
30.011960				1.201073		
30.013010				1.200704		
30.014050				1.200861		
30.015090				1.200772		
30.016140				1.200873		
30.017180				1.201760		
30.018230				1.202942		
30.019270				1.203427		
30.020320				1.203142		
30.021360				1.203075		
30.022400				1.203929		
30.023450				1.203280		
30.024490				1.204166		
30.025530				1.204288		
30.026580				1.204813		
30.027620				1.205696		
30.028670				1.206444		
30.029710				1.206852		
30.030760				1.207774		
30.031800				1.207982		
30.032840				1.207671		
30.033890				1.208159		
30.034930				1.208435		
30.035980				1.209199		
30.037020				1.209774		
30.038070				1.210212		
30.039110				1.210503		
30.040150				1.210366		
30.041200				1.210057		
30.042240				1.209711		
30.043280				1.209531		
30.044330				1.208545		
30.045370				1.208439		
30.046420				1.208811		
30.047460				1.208806		
30.048510				1.209206		
30.049550				1.210476		
30.050590				1.211129		
30.051640				1.211638		
30.052680				1.212662		
30.053720				1.213386		
30.054770				1.213441		
30.055820				1.213251		
30.056860				1.214328		
30.057900				1.215478		
30.058950				1.215670		
30.059990				1.215826		
30.061030				1.216455		
30.062080				1.217040		
30.063120				1.217012		
30.064170				1.217034		
30.065210				1.218063		
30.066260				1.219033		
30.067300				1.219841		
30.068340				1.220465		
30.069390				1.220463		
30.070430				1.220384		
30.071470				1.220288		
30.072520				1.220232		
30.073570				1.220536		
30.074610				1.220962		
30.075650				1.221787		
30.076700				1.222323		
30.077740				1.222483		
30.078780				1.222548		
30.079830				1.222209		
30.080870				1.222160		
30.081920				1.221789		
30.082960				1.221087		
30.084010				1.220414		
30.085050				1.220647		
30.086090				1.221290		
30.087140				1.221635		
30.088180				1.221826		
30.089220				1.222009		
30.090270				1.222203		
30.091310				1.221537		
30.092360				1.221377		
30.093400				1.222438		
30.094450				1.222630		
30.095490				1.222189		
30.096530				1.222647		
30.097580				1.223256		
30.098620				1.224017		
30.099670				1.223681		
30.100710				1.224075		
30.101750				1.222335		
30.102800				1.221351		
30.103840				1.222166		
30.104890				1.221411		
30.105930				1.221685		
30.106970				1.222196		
30.108020				1.223115		
30.109060				1.222816		
30.110110				1.222080		
30.111150				1.222035		
30.112190				1.221307		
30.113240				1.221491		
30.114280				1.221704		
30.115320				1.222054		
30.116370				1.222373		
30.117410				1.222354		
30.118460				1.221911		
30.119500				1.221664		
30.120550				1.220734		
30.121590				1.221331		
30.122630				1.221406		
30.123680				1.222690		
30.124720				1.222930		
30.125770				1.222882		
30.126810				1.222477		
30.127860				1.223077		
30.128900				1.223422		
30.129940				1.223723		
30.130990				1.224059		
30.132030				1.225336		
30.133070				1.226279		
30.134120				1.226266		
30.135160				1.226826		
30.136210				1.227404		
30.137250				1.227920		
30.138300				1.229225		
30.139340				1.229493		
30.140380				1.230031		
30.141430				1.230654		
30.142470				1.231006		
30.143520				1.231403		
30.144560				1.231597		
30.145610				1.231489		
30.146650				1.232264		
30.147690				1.233670		
30.148740				1.234013		
30.149780				1.234037		
30.150820				1.234116		
30.151870				1.233879		
30.152910				1.234227		
30.153960				1.235096		
30.155000				1.236412		
30.156050				1.237062		
30.157090				1.236920		
30.158130				1.237398		
30.159180				1.238104		
30.160220				1.238150		
30.161260				1.238670		
30.162310				1.239231		
30.163360				1.239700		
30.164400				1.240864		
30.165440				1.241372		
30.166490				1.241689		
30.167530				1.241650		
30.168570				1.241908		
30.169620				1.241978		
30.170660				1.242329		
30.171710				1.243299		
30.172750				1.244178		
30.173800				1.244673		
30.174840				1.244692		
30.175880				1.244602		
30.176930				1.243931		
30.177970				1.243574		
30.179010				1.243365		
30.180060				1.243202		
30.181100				1.242908		
30.182150				1.243180		
30.183190				1.243928		
30.184240				1.244255		
30.185280				1.243974		
30.186320				1.243839		
30.187370				1.244207		
30.188410				1.244446		
30.189460				1.245139		
30.190500				1.245030		
30.191540				1.243796		
30.192590				1.243783		
30.193630				1.243821		
30.194680				1.244184		
30.195720				1.243876		
30.196760				1.244278		
30.197810				1.245413		
30.198850				1.245411		
30.199900				1.244738		
30.200940				1.245266		
30.201980				1.246142		
30.203030				1.246235		
30.204070				1.246882		
30.205120				1.248254		
30.206160				1.248230		
30.207210				1.248347		
30.208250				1.248108		
30.209290				1.248118		
30.210340				1.248797		
30.211380				1.248257		
30.212420				1.247928		
30.213470				1.248218		
30.214510				1.248447		
30.215560				1.248637		
30.216600				1.247895		
30.217650				1.247615		
30.218690				1.247212		
30.219730				1.247437		
30.220780				1.247730		
30.221820				1.248594		
30.222860				1.249490		
30.223910				1.249709		
30.224960				1.249720		
30.226000				1.250118		
30.227040				1.250248		
30.228090				1.250697		
30.229130				1.250743		
30.230170				1.251333		
30.231220				1.252285		
30.232260				1.253718		
30.233310				1.254148		
30.234350				1.254315		
30.235400				1.254370		
30.236440				1.253909		
30.237480				1.253576		
30.238530				1.253471		
30.239570				1.253504		
30.240610				1.253698		
30.241660				1.253873		
30.242700				1.253614		
30.243750				1.253476		
30.244790				1.253234		
30.245840				1.253032		
30.246880				1.252789		
30.247920				1.252541		
30.248970				1.252891		
30.250010				1.253367		
30.251060				1.253688		
30.252100				1.253886		
30.253150				1.253358		
30.254190				1.253540		
30.255230				1.253925		
30.256280				1.254097		
30.257320				1.253624		
30.258360				1.253433		
30.259410				1.253879		
30.260450				1.253708		
30.261500				1.254447		
30.262540				1.255596		
30.263590				1.255622		
30.264630				1.256152		
30.265670				1.257013		
30.266720				1.256919		
30.267760				1.256385		
30.268810				1.256164		
30.269850				1.256632		
30.270900				1.257255		
30.271940				1.258325		
30.272980				1.258686		
30.274030				1.258856		
30.275070				1.258545		
30.276110				1.257627		
30.277160				1.257379		
30.278200				1.257224		
30.279250				1.256975		
30.280290				1.257733		
30.281340				1.257111		
30.282380				1.257626		
30.283420				1.257863		
30.284470				1.257938		
30.285510				1.257694		
30.286550				1.258091		
30.287600				1.257381		
30.288640				1.256434		
30.289690				1.256363		
30.290730				1.256402		
30.291780				1.256963		
30.292820				1.257236		
30.293860				1.257090		
30.294910				1.256169		
30.295950				1.256312		
30.297000				1.257005		
30.298040				1.257439		
30.299080				1.257333		
30.300130				1.257662		
30.301170				1.257170		
30.302210				1.256916		
30.303260				1.256252		
30.304300				1.255808		
30.305350				1.256415		
30.306390				1.256147		
30.307440				1.256529		
30.308480				1.256896		
30.309520				1.257305		
30.310570				1.257556		
30.311610				1.257283		
30.312650				1.257569		
30.313700				1.257598		
30.314750				1.257440		
30.315790				1.257216		
30.316830				1.256928		
30.317880				1.256935		
30.318920				1.256416		
30.319960				1.256369		
30.321010				1.256866		
30.322050				1.256882		
30.323100				1.256751		
30.324140				1.256256		
30.325190				1.255426		
30.326230				1.254741		
30.327270				1.254215		
30.328320				1.254750		
30.329360				1.255825		
30.330400				1.255911		
30.331450				1.255711		
30.332500				1.255432		
30.333540				1.255267		
30.334580				1.254925		
30.335630				1.254756		
30.336670				1.254639		
30.337710				1.254201		
30.338760				1.253589		
30.339800				1.253638		
30.340850				1.254892		
30.341890				1.255979		
30.342940				1.256342		
30.343980				1.256183		
30.345020				1.256274		
30.346070				1.256861		
30.347110				1.257324		
30.348150				1.257545		
30.349200				1.257123		
30.350250				1.257015		
30.351290				1.257748		
30.352330				1.258052		
30.353380				1.257553		
30.354420				1.257793		
30.355460				1.257790		
30.356510				1.257596		
30.357550				1.258124		
30.358600				1.258392		
30.359640				1.258889		
30.360690				1.257854		
30.361730				1.257749		
30.362770				1.258249		
30.363820				1.257919		
30.364860				1.257789		
30.365900				1.257885		
30.366950				1.258337		
30.367990				1.257960		
30.369040				1.258590		
30.370080				1.258034		
30.371130				1.256800		
30.372170				1.258117		
30.373210				1.257202		
30.374260				1.257913		
30.375300				1.258245		
30.376350				1.258676		
30.377390				1.259096		
30.378430				1.259335		
30.379480				1.259909		
30.380520				1.260573		
30.381570				1.260222		
30.382610				1.260414		
30.383650				1.260835		
30.384700				1.261763		
30.385740				1.261100		
30.386790				1.261884		
30.387830				1.262926		
30.388870				1.262550		
30.389920				1.262726		
30.390960				1.263148		
30.392010				1.263392		
30.393050				1.262377		
30.394090				1.262480		
30.395140				1.262124		
30.396180				1.263195		
30.397230				1.263648		
30.398270				1.262608		
30.399310				1.262828		
30.400360				1.262956		
30.401400				1.263137		
30.402450				1.263378		
30.403490				1.262897		
30.404540				1.262426		
30.405580				1.263087		
30.406620				1.263831		
30.407670				1.264009		
30.408710				1.264582		
30.409750				1.264805		
30.410800				1.264467		
30.411840				1.264012		
30.412890				1.263743		
30.413930				1.263719		
30.414980				1.263421		
30.416020				1.263120		
30.417060				1.262731		
30.418110				1.262127		
30.419150				1.261760		
30.420200				1.261407		
30.421240				1.260606		
30.422290				1.260285		
30.423330				1.260793		
30.424370				1.260568		
30.425420				1.260192		
30.426460				1.260474		
30.427500				1.259761		
30.428550				1.259618		
30.429590				1.259060		
30.430640				1.258256		
30.431680				1.258001		
30.432730				1.257429		
30.433770				1.257125		
30.434810				1.256672		
30.435860				1.255474		
30.436900				1.255218		
30.437940				1.255334		
30.438990				1.255696		
30.440040				1.255811		
30.441080				1.255921		
30.442120				1.255581		
30.443170				1.255627		
30.444210				1.255555		
30.445250				1.255634		
30.446300				1.255902		
30.447340				1.255243		
30.448390				1.254560		
30.449430				1.253885		
30.450480				1.253886		
30.451520				1.253422		
30.452560				1.252002		
30.453610				1.251857		
30.454650				1.251792		
30.455690				1.252975		
30.456740				1.252645		
30.457790				1.252297		
30.458830				1.251505		
30.459870				1.251167		
30.460920				1.251501		
30.461960				1.251877		
30.463000				1.251794		
30.464050				1.251647		
30.465090				1.252038		
30.466140				1.251934		
30.467180				1.251483		
30.468230				1.251635		
30.469270				1.251725		
30.470310				1.251913		
30.471360				1.252140		
30.472400				1.252650		
30.473440				1.252737		
30.474490				1.253291		
30.475530				1.253069		
30.476580				1.252996		
30.477620				1.253219		
30.478670				1.253329		
30.479710				1.253783		
30.480750				1.254149		
30.481800				1.254216		
30.482840				1.254660		
30.483890				1.254969		
30.484930				1.255273		
30.485970				1.255532		
30.487020				1.254731		
30.488060				1.254690		
30.489100				1.255078		
30.490150				1.254503		
30.491190				1.253400		
30.492240				1.252676		
30.493280				1.251938		
30.494330				1.252033		
30.495370				1.252629		
30.496410				1.252574		
30.497460				1.252338		
30.498500				1.252422		
30.499540				1.252329		
30.500590				1.252361		
30.501640				1.252543		
30.502680				1.251862		
30.503720				1.252055		
30.504770				1.252838		
30.505810				1.252673		
30.506850				1.252362		
30.507900				1.251514		
30.508940				1.250719		
30.509990				1.250352		
30.511030				1.250393		
30.512080				1.250298		
30.513120				1.249382		
30.514160				1.248226		
30.515210				1.248053		
30.516250				1.248164		
30.517290				1.248290		
30.518340				1.248061		
30.519380				1.247839		
30.520430				1.247251		
30.521470				1.246306		
30.522520				1.245704		
30.523560				1.245467		
30.524600				1.245178		
30.525650				1.245187		
30.526690				1.245355		
30.527740				1.244687		
