"Vol (mL)"	CDIN1L178Q	CDIN1L178Q	CDIN1L178Q	Codanin-1	Codanin-1	Codanin-1	"CDIN1L178Q- Codanin-1"	"CDIN1L178Q- Codanin-1"	"CDIN1L178Q- Codanin-1"
76.4600							41.75340		
76.5800							41.49105		
76.7100							39.87720		
76.8300							38.64230		
76.9600							37.51870		
77.0800							36.51170		
77.2100							35.51795		
77.3400							34.02600		
77.4600							34.00745		
77.5900							32.03055		
77.7100							31.94575		
77.8400							30.84335		
77.9600							29.88405		
78.0900							29.25070		
78.2100							28.32055		
78.3400							27.86210		
78.4600							26.85510		
78.5900							26.65635		
78.7100							25.29425		
78.8400							25.39760		
78.9600							24.54960		
79.0900							23.76785		
79.2200							23.57175		
79.3400							22.90660		
79.4700							22.75820		
79.5900							22.11425		
79.7200							21.96585		
79.8400							21.23975		
79.9700							21.48885		
80.0900							21.07545		
80.2200							20.60905		
80.3400							20.78925		
80.4700							20.38910		
80.5900							20.63025		
80.7200							20.32550		
80.8400							20.49245		
80.9700							20.32285		
81.1000							20.60640		
81.2200							20.75215		
81.3500							20.72830		
81.4700							21.08340		
81.6000							21.03305		
81.7200							21.41465		
81.8500							21.57365		
81.9700							21.96055		
82.1000							22.01620		
82.2200							22.47730		
82.3500							22.81650		
82.4700							22.99140		
82.6000							23.52935		
82.7200							23.74135		
82.8500							24.09910		
82.9800							24.38530		
83.1000							24.83315		
83.2300							24.85965		
83.3500							25.33135		
83.4800							25.59900		
83.6000							25.65730		
83.7300							26.13695		
83.8500							26.22970		
83.9800							26.35160		
84.1000							26.48675		
84.2300							26.72790		
84.3500							26.62455		
84.4800							26.71465		
84.6000							26.92135		
84.7300							26.74115		
84.8600							26.84450		
84.9800							26.57685		
85.1100							26.62190		
85.2300							26.46820		
85.3600							26.29595		
85.4800							26.17405		
85.6100							25.85605		
85.7300							25.83750		
85.8600							25.42410		
85.9800							25.31280		
86.1100							24.88615		
86.2300							24.72450		
86.3600							24.54165		
86.4800							24.04345		
86.6100							23.85000		
86.7400							23.39685		
86.8600							23.32000		
86.9900							22.82180		
87.1100							22.49850		
87.2400							22.31300		
87.3600							21.87310		
87.4900							21.68495		
87.6100							21.15760		
87.7400							21.01450		
87.8600							20.42885		
87.9900							20.37585		
88.1100							19.99425		
88.2400							19.48280		
88.3700							19.33175		
88.4900							18.78850		
88.6200							18.75140		
88.7400							18.28235		
88.8700							18.05710		
88.9900							17.71260		
89.1200							17.51385		
89.2400							17.21970		
89.3700							16.91760		
89.4900							16.72945		
89.6200							16.16765		
89.7400							16.18090		
89.8700							15.77280		
89.9900							15.50515		
90.1200							15.27725		
90.2500							15.03610		
90.3700							14.85325		
90.5000							14.50875		
90.6200							14.48225		
90.7500							14.05560		
90.8700							14.14835		
91.0000							13.81445		
91.1200							13.53885		
91.2500							13.44610		
91.3700							13.13075		
91.5000							13.11220		
91.6200							12.78890		
91.7500							12.70145		
91.8700							12.38875		
92.0000							12.34105		
92.1300							12.11845		
92.2500							11.77130		
92.3800							11.66265		
92.5000							11.42150		
92.6300							11.41355		
92.7500							11.06375		
92.8800							10.99485		
93.0000							10.66095		
93.1300							10.60265		
93.2500							10.40390		
93.3800							10.02760		
93.5000							9.98255		
93.6300							9.65395		
93.7500							9.60625		
93.8800							9.32535		
94.0100							9.13455		
94.1300							8.83510		
94.2600							8.74500		
94.3800							8.55950		
94.5100							8.24150		
94.6300							8.14610		
94.7600							7.87580		
94.8800							7.73005		
95.0100							7.40410		
95.1300							7.23980		
95.2600							7.01720		
95.3800							6.86615		
95.5100							6.75220		
95.6300							6.40240		
95.7600							6.34940		
95.8900							6.04465		
96.0100							5.97575		
96.1400							5.70280		
96.2600							5.42455		
96.3900							5.38215		
96.5100							5.07740		
96.6400							5.05090		
96.7600							4.78855		
96.8900							4.61630		
97.0100							4.40960		
97.1400							4.37250		
97.2600							4.16315		
97.3900							3.99355		
97.5100							3.96440		
97.6400							3.70735		
97.7700							3.68880		
97.8900							3.53775		
98.0200							3.40790		
98.1400							3.23830		
98.2700							3.14820		
98.3900							3.05015		
98.5200							2.87260		
98.6400							2.88585		
98.7700							2.61820		
98.8900							2.58375		
99.0200							2.42210		
99.1400							2.38235		
99.2700							2.35055		
99.3900							2.17565		
99.5200							2.14120		
99.6500							1.97160		
99.7700							2.01930		
99.9000							1.84705		
100.0200							1.81260		
100.1500							1.70925		
100.2700							1.64300		
100.4000							1.60855		
100.5200							1.50255		
100.6500							1.45750		
100.7700							1.40450		
100.9000							1.41510		
101.0200							1.33295		
101.1500							1.26935		
101.2800							1.19250		
101.4000							1.10240		
101.5300							1.08385		
101.6500							1.00435		
101.7800							0.98580		
101.9000							0.93015		
102.0300							0.88510		
102.1500							0.82945		
102.2800							0.80030		
102.4000							0.78440		
102.5300							0.67575		
102.6500							0.68900		
102.7800							0.56445		
102.9000							0.68370		
103.0300							0.64660		
103.1600							0.53795		
103.2800							0.54590		
103.4100							0.53265		
103.5300							0.50880		
103.6600							0.49025		
103.7800							0.46905		
103.9100							0.37365		
104.0300							0.37895		
104.1600							0.38160		
104.2800							0.36040		
104.4100							0.40015		
104.5300							0.33655		
104.6600							0.30210		
104.7800							0.28090		
104.9100							0.31535		
105.0400							0.24380		
105.1600							0.25705		
105.2900							0.29945		
105.4100							0.22790		
105.5400							0.16430		
105.6600							0.15900		
105.7900							0.25175		
105.9100							0.13250		
106.0400							0.19345		
106.1600							0.09275		
106.2900							0.08215		
106.4100							0.12985		
106.5400							0.13780		
106.6600							0.13780		
106.7900							0.06360		
106.9200							0.10335		
107.0400							0.03445		
107.1700							0.03710		
107.2900							0.05035		
107.4200							0.03975		
107.5400							-0.00265		
107.6700							0.02120		
107.7900							0.04240		
107.9200							-0.03975		
108.0400							0.00265		
108.1700							-0.06625		
108.2900							-0.05830		
108.4200							-0.03180		
108.5400							-0.02385		
108.6700							-0.05830		
108.8000							-0.05035		
108.9200							-0.03445		
109.0500							-0.10865		
109.1700							0.00530		
109.3000							-0.04505		
109.4200							-0.05300		
109.5500							-0.02385		
109.6700							-0.05565		
109.8000							-0.01855		
109.9200							-0.00265		
110.0500							-0.05830		
110.1700							-0.11395		
110.3000							-0.06095		
110.4200							-0.11660		
110.5500							-0.03710		
110.6800							-0.06625		
110.8000							-0.10335		
110.9300							-0.02385		
111.0500							-0.08480		
111.1800							-0.09805		
111.3000							-0.10600		
111.4300							-0.04770		
111.5500							-0.09275		
111.6800							-0.09540		
111.8000							-0.09010		
111.9300							-0.05300		
112.0500							-0.05300		
112.1800							-0.05830		
112.3100							-0.08745		
112.4300							-0.11395		
112.5600							-0.11660		
112.6800							-0.12455		
112.8100							-0.11925		
112.9300							-0.13515		
113.0600							-0.06890		
113.1800							-0.15900		
113.3100							-0.12455		
113.4300							-0.12455		
113.5600							-0.13250		
113.6800							-0.19080		
113.8100							-0.09540		
113.9300							-0.22525		
114.0600							-0.20140		
114.1900							-0.16165		
114.3100							-0.26500		
114.4400							-0.16960		
114.5600							-0.20670		
114.6900							-0.17225		
114.8100							-0.19080		
114.9400							-0.22790		
115.0600							-0.17490		
115.1900							-0.27030		
115.3100							-0.29150		
115.4400							-0.26500		
115.5600							-0.26500		
115.6900							-0.26235		
115.8100							-0.29680		
115.9400							-0.31535		
116.0700							-0.22790		
116.1900							-0.37100		
116.3200							-0.30740		
116.4400							-0.35245		
116.5700							-0.30740		
116.6900							-0.33655		
116.8200							-0.32860		
116.9400							-0.33920		
117.0700							-0.35775		
117.1900							-0.33655		
117.3200							-0.32330		
117.4400							-0.38690		
117.5700							-0.34185		
117.6900							-0.39750		
117.8200							-0.38160		
117.9500							-0.45845		
118.0700							-0.43990		
118.2000									
118.3200									
118.4500									
118.5700									
118.7000									
118.8200									
118.9500									
119.0700									
119.2000									
119.3200									
119.4500									
119.5700									
119.7000									
119.8300									
119.9500									
